Avg Room Rate,stay_duration,adults,children,type
103.95,11,1,2,fake
99.0,11,3,4,fake
172.38,5,4,2,fake
245.05,4,4,2,fake
143.55,2,3,4,fake
202.98,10,1,2,fake
169.0,1,3,3,fake
172.38,2,3,3,fake
111.18,13,1,1,fake
111.18,14,3,4,fake
185.9,7,4,4,fake
80.58,4,1,4,fake
169.0,2,2,2,fake
99.0,2,1,2,fake
119.9,4,1,2,fake
177.45,12,3,1,fake
152.1,1,4,4,fake
89.1,9,4,3,fake
111.18,1,2,3,fake
218.9,1,3,3,fake
172.38,9,4,1,fake
80.58,1,2,1,fake
111.18,12,1,1,fake
98.1,14,4,2,fake
109.0,7,1,3,fake
177.45,9,4,2,fake
179.1,10,3,4,fake
169.0,3,2,4,fake
177.45,11,1,4,fake
245.05,11,2,3,fake
79.0,2,4,1,fake
99.0,14,2,3,fake
98.1,7,4,2,fake
89.1,10,2,1,fake
152.1,6,1,3,fake
152.1,4,2,4,fake
119.9,5,2,2,fake
202.98,4,2,4,fake
202.98,4,4,2,fake
218.9,9,3,3,fake
71.1,1,1,1,fake
100.98,1,4,3,fake
79.0,13,2,2,fake
152.1,5,1,4,fake
89.1,2,4,4,fake
89.1,13,4,3,fake
185.9,6,2,3,fake
82.95,8,3,4,fake
179.1,7,1,4,fake
169.0,4,4,3,fake
99.0,14,2,2,fake
114.45,8,3,2,fake
177.45,1,2,2,fake
172.38,14,1,4,fake
245.05,7,3,2,fake
82.95,5,2,3,fake
103.95,12,3,1,fake
100.98,2,1,1,fake
169.0,1,3,3,fake
179.1,8,4,1,fake
98.1,4,1,4,fake
99.0,14,4,3,fake
185.9,3,3,2,fake
245.05,12,2,3,fake
71.1,1,1,4,fake
179.1,12,3,3,fake
152.1,4,4,1,fake
185.9,10,3,2,fake
177.45,14,2,3,fake
172.38,2,1,3,fake
185.9,5,2,3,fake
152.1,9,1,2,fake
152.1,12,2,3,fake
199.0,2,2,1,fake
152.1,12,3,2,fake
152.1,9,1,1,fake
103.95,2,4,4,fake
114.45,2,1,4,fake
158.05,13,2,3,fake
199.0,11,1,1,fake
208.95,8,3,4,fake
177.45,10,4,4,fake
199.0,12,4,4,fake
100.98,10,4,2,fake
89.1,4,1,3,fake
199.0,2,1,3,fake
169.0,2,4,4,fake
172.38,3,4,2,fake
169.0,6,2,2,fake
71.1,3,2,4,fake
208.95,3,3,2,fake
71.1,4,1,4,fake
185.9,10,4,2,fake
169.0,1,4,2,fake
71.1,6,2,2,fake
119.9,4,3,3,fake
79.0,6,3,2,fake
218.9,11,3,3,fake
98.1,8,3,1,fake
111.18,4,4,2,fake
185.9,8,3,3,fake
98.1,5,3,1,fake
169.0,10,1,3,fake
79.0,3,3,2,fake
169.0,11,2,2,fake
172.38,9,3,2,fake
80.58,13,2,3,fake
288.55,3,2,4,fake
108.9,14,4,1,fake
109.0,5,3,2,fake
80.58,6,1,4,fake
111.18,12,1,1,fake
199.0,14,2,3,fake
169.0,10,4,1,fake
169.0,7,4,1,fake
152.1,1,3,2,fake
169.0,12,1,3,fake
71.1,12,1,4,fake
80.58,8,4,2,fake
199.0,6,3,3,fake
71.1,8,1,1,fake
177.45,14,1,4,fake
143.55,12,4,4,fake
179.1,7,4,3,fake
98.1,8,4,1,fake
80.58,3,2,2,fake
169.0,11,2,1,fake
179.1,6,1,3,fake
185.9,4,2,2,fake
245.05,2,1,1,fake
152.1,9,3,3,fake
179.1,9,1,4,fake
199.0,2,4,4,fake
109.0,3,4,4,fake
199.0,3,3,2,fake
152.1,7,1,2,fake
199.0,9,3,2,fake
152.1,14,1,1,fake
172.38,1,4,2,fake
86.9,5,1,4,fake
100.98,7,4,3,fake
111.18,2,2,2,fake
119.9,8,1,1,fake
172.38,4,1,3,fake
172.38,1,1,2,fake
199.0,1,2,2,fake
177.45,9,4,4,fake
245.05,2,2,4,fake
79.0,5,4,3,fake
152.1,6,1,4,fake
80.58,13,3,1,fake
152.1,10,3,3,fake
89.1,5,4,3,fake
169.0,12,1,1,fake
152.1,10,4,3,fake
177.45,3,2,3,fake
179.1,1,4,1,fake
114.55,4,4,3,fake
245.05,9,2,2,fake
152.1,9,3,2,fake
208.95,10,3,3,fake
98.1,12,2,4,fake
245.05,1,3,3,fake
218.9,14,1,3,fake
98.1,2,3,2,fake
109.0,3,4,4,fake
152.1,10,4,1,fake
152.1,12,3,1,fake
109.0,8,4,2,fake
169.0,9,3,4,fake
119.9,5,3,3,fake
208.95,8,1,1,fake
199.0,9,4,1,fake
79.0,9,4,1,fake
100.98,8,3,1,fake
86.9,14,4,2,fake
152.1,5,4,3,fake
100.98,12,1,2,fake
82.95,2,3,3,fake
114.55,12,2,2,fake
169.0,6,4,1,fake
114.55,13,2,1,fake
82.95,11,3,4,fake
114.45,9,1,3,fake
71.1,11,1,4,fake
152.1,3,4,3,fake
99.0,10,4,1,fake
109.0,9,4,2,fake
208.95,6,3,1,fake
169.0,4,2,3,fake
114.55,11,3,1,fake
89.1,12,4,4,fake
86.9,6,4,2,fake
185.9,9,1,3,fake
80.58,2,4,3,fake
71.1,5,3,3,fake
152.1,2,1,2,fake
169.0,2,2,2,fake
218.9,1,4,4,fake
202.98,6,1,4,fake
99.0,8,3,2,fake
169.0,3,2,1,fake
71.1,8,3,1,fake
80.58,14,3,4,fake
71.1,9,4,3,fake
177.45,1,3,4,fake
172.38,6,4,3,fake
169.0,1,2,1,fake
89.1,11,2,4,fake
111.18,7,4,4,fake
114.45,3,3,4,fake
199.0,7,1,4,fake
103.95,2,3,2,fake
179.1,1,3,3,fake
99.0,14,1,2,fake
119.9,5,4,4,fake
169.0,5,3,2,fake
99.0,6,3,4,fake
79.0,10,3,1,fake
177.45,12,2,3,fake
169.0,2,2,4,fake
114.55,5,3,3,fake
152.1,1,3,1,fake
172.38,14,4,2,fake
172.38,10,2,1,fake
71.1,6,1,3,fake
98.1,1,1,4,fake
177.45,13,1,1,fake
172.38,12,1,1,fake
199.0,13,2,4,fake
111.18,11,1,1,fake
79.0,4,1,2,fake
202.98,4,4,2,fake
89.1,7,3,1,fake
152.1,13,3,2,fake
152.1,4,3,1,fake
143.55,8,1,3,fake
103.95,10,1,3,fake
218.9,9,2,3,fake
119.9,6,3,1,fake
119.9,10,4,2,fake
185.9,8,2,4,fake
288.55,13,3,1,fake
169.0,1,4,4,fake
79.0,3,4,3,fake
119.9,2,2,2,fake
152.1,7,1,2,fake
99.0,2,4,2,fake
177.45,12,4,3,fake
111.18,4,2,3,fake
119.9,3,1,1,fake
109.0,8,3,3,fake
199.0,7,2,1,fake
169.0,7,1,3,fake
109.0,5,1,2,fake
169.0,6,3,3,fake
98.1,2,3,1,fake
99.0,1,3,1,fake
111.18,1,3,1,fake
199.0,5,3,4,fake
169.0,13,1,1,fake
179.1,1,1,1,fake
172.38,14,3,1,fake
86.9,1,3,3,fake
172.38,9,4,4,fake
218.9,10,3,4,fake
169.0,8,2,4,fake
169.0,8,4,3,fake
119.9,14,1,3,fake
199.0,8,4,1,fake
98.1,9,2,2,fake
177.45,11,3,2,fake
199.0,12,3,2,fake
98.1,8,2,1,fake
98.1,14,3,2,fake
177.45,12,3,3,fake
172.38,13,4,1,fake
108.9,3,4,4,fake
169.0,13,1,2,fake
179.1,13,2,4,fake
185.9,5,1,3,fake
169.0,14,3,1,fake
152.1,8,4,4,fake
71.1,1,1,3,fake
82.95,8,4,1,fake
169.0,10,3,2,fake
179.1,13,1,3,fake
158.05,11,1,3,fake
185.9,3,2,3,fake
169.0,2,3,3,fake
202.98,13,2,1,fake
71.1,10,3,1,fake
245.05,7,2,4,fake
152.1,1,3,2,fake
208.95,9,3,4,fake
288.55,3,4,4,fake
114.55,11,2,3,fake
172.38,6,1,3,fake
71.1,11,1,3,fake
169.0,5,1,1,fake
109.0,11,3,4,fake
172.38,5,2,2,fake
79.0,13,2,4,fake
152.1,10,4,2,fake
185.9,11,1,1,fake
199.0,6,1,1,fake
169.0,3,3,2,fake
86.9,10,1,4,fake
71.1,4,2,3,fake
114.55,1,3,3,fake
169.0,1,2,2,fake
109.0,14,1,1,fake
158.05,14,3,2,fake
111.18,14,3,1,fake
109.0,10,4,4,fake
152.1,8,4,3,fake
169.0,7,4,4,fake
114.45,8,2,4,fake
172.38,2,3,4,fake
98.1,11,2,3,fake
100.98,5,2,1,fake
199.0,1,1,3,fake
172.38,11,4,1,fake
98.1,14,3,4,fake
202.98,11,4,1,fake
199.0,3,2,3,fake
177.45,12,3,1,fake
245.05,13,1,4,fake
245.05,11,1,2,fake
169.0,1,1,3,fake
109.0,10,4,3,fake
169.0,4,3,3,fake
100.98,13,1,4,fake
109.0,4,3,1,fake
245.05,1,1,2,fake
199.0,3,4,1,fake
71.1,13,4,3,fake
98.1,8,2,4,fake
99.0,11,4,3,fake
111.18,7,2,4,fake
185.9,3,4,2,fake
152.1,12,4,2,fake
185.9,13,4,3,fake
100.98,12,1,1,fake
199.0,2,1,2,fake
152.1,4,3,3,fake
208.95,10,2,2,fake
80.58,13,3,4,fake
103.95,12,3,1,fake
111.18,7,2,4,fake
169.0,7,4,1,fake
169.0,10,4,2,fake
152.1,8,3,3,fake
199.0,10,4,3,fake
152.1,8,4,1,fake
202.98,11,4,3,fake
169.0,13,4,4,fake
208.95,2,3,1,fake
288.55,1,2,2,fake
177.45,13,4,3,fake
99.0,3,1,2,fake
185.9,13,2,3,fake
109.0,3,4,1,fake
152.1,13,2,2,fake
79.0,3,3,1,fake
98.1,13,1,2,fake
172.38,6,3,2,fake
152.1,13,3,2,fake
172.38,14,2,1,fake
103.95,5,2,2,fake
71.1,13,2,3,fake
152.1,3,1,4,fake
218.9,3,4,2,fake
179.1,1,1,3,fake
79.0,6,4,4,fake
119.9,1,1,1,fake
82.95,4,2,2,fake
99.0,1,4,3,fake
108.9,11,2,3,fake
89.1,11,1,2,fake
98.1,9,3,1,fake
111.18,6,2,3,fake
288.55,12,4,4,fake
98.1,9,4,3,fake
109.0,1,3,2,fake
99.0,14,3,3,fake
103.95,12,1,2,fake
172.38,4,4,3,fake
199.0,13,1,2,fake
71.1,2,1,3,fake
169.0,13,2,2,fake
114.55,2,2,2,fake
172.38,11,1,3,fake
82.95,13,3,1,fake
100.98,12,3,4,fake
185.9,7,4,4,fake
158.05,3,4,3,fake
245.05,6,2,3,fake
152.1,7,1,3,fake
71.1,4,1,1,fake
98.1,9,2,2,fake
152.1,13,3,4,fake
109.0,6,3,1,fake
169.0,4,2,3,fake
177.45,3,2,2,fake
98.1,9,4,2,fake
185.9,1,4,4,fake
79.0,1,1,4,fake
98.1,5,1,1,fake
169.0,8,2,4,fake
172.38,1,3,4,fake
98.1,11,1,2,fake
158.05,1,4,4,fake
199.0,10,3,1,fake
109.0,5,3,2,fake
169.0,8,3,2,fake
109.0,10,1,1,fake
80.58,11,3,2,fake
103.95,12,1,2,fake
71.1,11,1,2,fake
199.0,4,3,1,fake
89.1,7,1,2,fake
99.0,11,3,1,fake
114.55,9,2,1,fake
172.38,6,2,4,fake
79.0,2,4,2,fake
89.1,6,3,3,fake
288.55,8,4,3,fake
185.9,9,3,2,fake
179.1,14,1,2,fake
172.38,1,3,4,fake
152.1,2,4,3,fake
80.58,13,4,2,fake
103.95,11,4,3,fake
208.95,6,1,1,fake
185.9,10,2,2,fake
202.98,1,1,2,fake
109.0,10,1,4,fake
111.18,11,2,2,fake
108.9,11,1,4,fake
199.0,2,2,4,fake
79.0,1,4,3,fake
79.0,9,3,4,fake
109.0,14,3,4,fake
98.1,5,2,3,fake
114.45,6,2,4,fake
169.0,13,4,2,fake
109.0,4,1,1,fake
177.45,13,2,2,fake
119.9,2,2,2,fake
245.05,11,4,4,fake
80.58,12,1,3,fake
98.1,10,2,3,fake
99.0,3,2,2,fake
152.1,9,4,1,fake
98.1,7,3,1,fake
98.1,6,4,2,fake
179.1,12,1,4,fake
79.0,1,2,4,fake
245.05,10,1,3,fake
89.1,2,3,3,fake
109.0,10,4,1,fake
172.38,7,1,2,fake
199.0,8,1,2,fake
199.0,5,2,1,fake
179.1,11,4,4,fake
177.45,11,1,1,fake
199.0,6,3,2,fake
152.1,4,2,2,fake
169.0,14,3,2,fake
169.0,3,3,2,fake
245.05,8,4,4,fake
114.45,8,4,2,fake
288.55,3,2,2,fake
80.58,12,1,1,fake
177.45,1,3,2,fake
111.18,11,2,2,fake
169.0,5,2,1,fake
152.1,13,2,3,fake
80.58,8,1,4,fake
177.45,3,3,3,fake
119.9,9,1,4,fake
169.0,9,2,3,fake
185.9,12,4,3,fake
111.18,9,4,3,fake
119.9,13,3,1,fake
99.0,6,4,3,fake
114.45,8,4,1,fake
86.9,10,3,1,fake
172.38,8,1,4,fake
100.98,11,2,1,fake
152.1,1,4,4,fake
152.1,6,1,2,fake
169.0,10,3,3,fake
169.0,2,2,3,fake
177.45,11,2,1,fake
98.1,6,4,1,fake
109.0,5,2,2,fake
89.1,8,3,4,fake
86.9,13,2,3,fake
98.1,2,2,2,fake
185.9,14,4,3,fake
172.38,2,3,2,fake
71.1,3,3,2,fake
119.9,5,4,2,fake
208.95,13,4,2,fake
111.18,5,3,3,fake
152.1,13,4,1,fake
114.45,6,4,1,fake
143.55,6,2,3,fake
79.0,8,4,4,fake
169.0,14,1,2,fake
86.9,5,1,1,fake
114.45,13,3,2,fake
152.1,3,4,4,fake
185.9,11,2,1,fake
199.0,4,4,4,fake
103.95,13,3,4,fake
288.55,4,2,2,fake
79.0,5,1,4,fake
208.95,9,3,3,fake
199.0,5,2,2,fake
185.9,5,2,1,fake
152.1,10,3,2,fake
111.18,8,4,4,fake
185.9,5,2,4,fake
79.0,5,2,2,fake
119.9,10,1,2,fake
202.98,10,3,2,fake
169.0,7,3,4,fake
152.1,2,4,2,fake
152.1,5,2,3,fake
179.1,11,2,2,fake
109.0,12,3,4,fake
169.0,10,3,1,fake
169.0,10,3,3,fake
119.9,14,1,4,fake
169.0,14,3,2,fake
119.9,1,1,1,fake
109.0,3,1,4,fake
98.1,13,2,1,fake
152.1,14,2,2,fake
185.9,3,4,4,fake
177.45,12,1,4,fake
177.45,9,1,4,fake
169.0,9,1,3,fake
177.45,2,3,1,fake
177.45,5,2,4,fake
109.0,2,1,3,fake
172.38,7,2,3,fake
111.18,10,2,4,fake
100.98,12,1,2,fake
80.58,7,3,1,fake
199.0,4,4,3,fake
86.9,10,2,1,fake
199.0,3,4,3,fake
218.9,14,1,4,fake
143.55,3,2,1,fake
179.1,14,3,4,fake
152.1,1,4,2,fake
99.0,11,1,2,fake
177.45,12,1,1,fake
169.0,8,2,1,fake
185.9,14,2,4,fake
79.0,6,2,3,fake
169.0,11,1,3,fake
114.45,12,3,4,fake
89.1,12,4,4,fake
98.1,14,2,2,fake
177.45,10,3,3,fake
111.18,5,4,3,fake
80.58,9,2,1,fake
89.1,4,1,2,fake
152.1,2,1,4,fake
152.1,5,4,3,fake
103.95,9,2,3,fake
185.9,14,1,3,fake
245.05,11,3,1,fake
82.95,2,1,1,fake
89.1,3,1,1,fake
169.0,3,1,1,fake
71.1,7,1,3,fake
172.38,6,4,3,fake
79.0,2,4,2,fake
80.58,5,4,1,fake
177.45,8,3,3,fake
143.55,6,4,3,fake
119.9,11,3,1,fake
86.9,8,1,2,fake
172.38,8,2,3,fake
177.45,8,3,4,fake
152.1,5,2,4,fake
169.0,13,2,1,fake
177.45,4,3,2,fake
288.55,3,3,4,fake
98.1,8,3,3,fake
199.0,6,3,1,fake
119.9,1,1,1,fake
172.38,4,4,2,fake
202.98,5,2,3,fake
208.95,6,4,1,fake
185.9,13,1,4,fake
179.1,14,2,2,fake
111.18,5,2,4,fake
114.45,3,2,2,fake
71.1,10,1,1,fake
177.45,12,2,4,fake
202.98,10,4,4,fake
185.9,11,3,3,fake
172.38,5,2,2,fake
169.0,14,3,4,fake
71.1,11,4,2,fake
111.18,7,4,1,fake
114.55,9,1,2,fake
177.45,8,1,2,fake
172.38,13,1,1,fake
172.38,14,1,4,fake
152.1,13,1,4,fake
245.05,14,4,2,fake
114.45,6,2,3,fake
169.0,10,4,1,fake
199.0,1,2,1,fake
152.1,7,3,3,fake
99.0,8,4,1,fake
152.1,12,4,1,fake
208.95,2,1,3,fake
99.0,9,2,1,fake
80.58,9,2,1,fake
119.9,2,3,3,fake
169.0,13,1,4,fake
82.95,6,2,3,fake
80.58,11,1,1,fake
202.98,9,4,3,fake
172.38,9,1,1,fake
152.1,5,2,1,fake
199.0,6,4,4,fake
172.38,9,4,3,fake
99.0,14,1,3,fake
119.9,2,3,4,fake
185.9,7,2,2,fake
109.0,2,2,2,fake
177.45,7,2,1,fake
177.45,12,3,4,fake
152.1,8,2,4,fake
111.18,5,2,3,fake
152.1,12,1,4,fake
208.95,6,3,1,fake
169.0,11,4,2,fake
245.05,3,1,1,fake
169.0,10,4,3,fake
89.1,10,3,1,fake
79.0,8,1,1,fake
169.0,2,3,4,fake
185.9,12,3,2,fake
152.1,14,2,1,fake
108.9,9,4,1,fake
80.58,8,3,4,fake
172.38,7,4,3,fake
218.9,9,1,4,fake
169.0,11,2,2,fake
82.95,13,1,3,fake
143.55,8,3,4,fake
82.95,3,3,3,fake
202.98,14,2,2,fake
177.45,2,1,4,fake
288.55,3,1,2,fake
79.0,13,3,3,fake
185.9,5,3,2,fake
172.38,14,3,2,fake
172.38,11,4,3,fake
152.1,7,3,2,fake
169.0,11,4,1,fake
119.9,7,3,2,fake
199.0,14,2,1,fake
288.55,9,3,3,fake
199.0,6,2,1,fake
98.1,9,3,1,fake
109.0,10,2,4,fake
99.0,14,4,2,fake
202.98,1,2,2,fake
109.0,5,4,2,fake
100.98,1,2,2,fake
79.0,8,2,3,fake
158.05,5,4,2,fake
199.0,13,3,2,fake
71.1,7,2,2,fake
108.9,4,4,1,fake
169.0,1,4,3,fake
199.0,9,4,4,fake
172.38,7,4,3,fake
71.1,8,2,4,fake
169.0,4,1,2,fake
111.18,9,2,4,fake
82.95,1,2,1,fake
152.1,9,2,4,fake
177.45,10,1,3,fake
114.45,2,3,1,fake
208.95,9,3,1,fake
119.9,12,2,1,fake
185.9,7,1,1,fake
100.98,13,1,4,fake
89.1,5,3,1,fake
177.45,14,3,2,fake
152.1,14,4,4,fake
169.0,9,1,2,fake
177.45,14,3,4,fake
103.95,3,1,3,fake
158.05,1,3,3,fake
218.9,3,1,3,fake
114.55,4,4,3,fake
179.1,3,1,1,fake
172.38,5,3,1,fake
109.0,6,4,1,fake
100.98,12,2,4,fake
169.0,8,3,3,fake
199.0,4,3,1,fake
172.38,1,3,3,fake
185.9,12,3,4,fake
185.9,13,1,4,fake
109.0,1,3,2,fake
172.38,7,2,3,fake
172.38,4,3,3,fake
218.9,3,4,4,fake
111.18,11,3,1,fake
185.9,3,1,3,fake
185.9,7,4,1,fake
119.9,2,2,2,fake
152.1,14,2,4,fake
179.1,9,1,2,fake
169.0,3,4,3,fake
152.1,1,3,1,fake
172.38,3,1,3,fake
99.0,4,1,4,fake
86.9,4,4,3,fake
185.9,13,2,3,fake
119.9,14,4,3,fake
177.45,7,4,2,fake
288.55,3,1,2,fake
86.9,2,1,2,fake
71.1,4,4,3,fake
288.55,13,1,1,fake
199.0,7,2,1,fake
169.0,10,1,4,fake
86.9,8,1,1,fake
79.0,14,2,1,fake
111.18,11,1,2,fake
199.0,13,1,3,fake
169.0,3,3,4,fake
199.0,8,2,2,fake
71.1,6,3,3,fake
172.38,8,1,4,fake
108.9,1,2,1,fake
143.55,10,1,4,fake
177.45,4,4,4,fake
218.9,14,2,3,fake
109.0,9,2,4,fake
172.38,8,3,1,fake
172.38,14,1,3,fake
202.98,1,4,3,fake
152.1,11,2,3,fake
158.05,8,4,1,fake
109.0,3,4,2,fake
108.9,11,4,3,fake
89.1,10,2,2,fake
172.38,10,1,3,fake
89.1,5,1,2,fake
98.1,5,2,3,fake
199.0,13,2,4,fake
152.1,3,4,4,fake
158.05,14,3,1,fake
185.9,3,2,1,fake
80.58,14,3,3,fake
111.18,2,3,2,fake
152.1,4,3,1,fake
177.45,5,3,4,fake
109.0,8,2,1,fake
100.98,6,3,2,fake
208.95,10,1,1,fake
99.0,4,2,3,fake
111.18,6,2,2,fake
86.9,12,3,3,fake
100.98,10,3,2,fake
82.95,5,4,2,fake
169.0,7,1,3,fake
108.9,6,4,1,fake
169.0,9,1,3,fake
98.1,1,4,1,fake
169.0,3,4,1,fake
98.1,10,2,4,fake
119.9,1,1,4,fake
152.1,8,1,4,fake
80.58,5,3,3,fake
98.1,5,2,2,fake
89.1,10,4,3,fake
158.05,2,2,4,fake
199.0,10,4,1,fake
99.0,10,1,1,fake
98.1,5,4,2,fake
169.0,1,2,1,fake
199.0,13,4,3,fake
218.9,13,4,1,fake
177.45,12,4,2,fake
202.98,5,3,3,fake
177.45,14,2,4,fake
71.1,8,3,4,fake
169.0,11,2,4,fake
169.0,8,2,2,fake
111.18,8,4,1,fake
152.1,12,1,1,fake
100.98,8,4,3,fake
99.0,1,1,3,fake
172.38,4,3,3,fake
98.1,3,1,2,fake
185.9,3,4,1,fake
169.0,3,4,2,fake
169.0,14,4,1,fake
108.9,4,4,1,fake
109.0,12,3,4,fake
79.0,4,4,4,fake
169.0,6,2,3,fake
172.38,7,1,4,fake
86.9,14,1,4,fake
79.0,3,4,4,fake
143.55,11,3,1,fake
288.55,11,1,4,fake
103.95,14,2,2,fake
114.45,10,3,4,fake
103.95,13,1,4,fake
89.1,6,3,4,fake
109.0,9,3,4,fake
208.95,11,1,3,fake
177.45,10,4,3,fake
218.9,5,2,3,fake
114.45,2,4,2,fake
109.0,3,4,2,fake
169.0,10,2,3,fake
80.58,13,1,4,fake
79.0,5,1,3,fake
100.98,6,4,2,fake
98.1,12,4,3,fake
185.9,11,4,2,fake
82.95,10,4,4,fake
109.0,7,4,4,fake
111.18,6,4,3,fake
245.05,12,4,2,fake
99.0,9,3,2,fake
100.98,9,1,3,fake
114.55,14,2,1,fake
158.05,10,3,4,fake
179.1,9,1,2,fake
98.1,13,4,4,fake
80.58,14,1,3,fake
109.0,12,3,1,fake
109.0,2,4,3,fake
177.45,14,4,1,fake
98.1,9,1,4,fake
109.0,10,4,2,fake
172.38,12,4,4,fake
109.0,4,4,4,fake
245.05,13,3,1,fake
109.0,6,1,2,fake
177.45,9,3,3,fake
98.1,1,4,2,fake
179.1,8,3,1,fake
119.9,5,2,3,fake
71.1,10,4,2,fake
158.05,7,4,1,fake
152.1,8,4,3,fake
245.05,3,4,2,fake
185.9,4,3,2,fake
169.0,10,3,1,fake
80.58,10,3,1,fake
100.98,5,4,2,fake
152.1,14,2,1,fake
114.55,4,4,1,fake
111.18,4,4,1,fake
79.0,11,3,2,fake
98.1,5,2,1,fake
99.0,6,1,4,fake
218.9,5,4,4,fake
109.0,12,1,3,fake
71.1,5,4,1,fake
111.18,3,2,1,fake
152.1,12,2,1,fake
179.1,13,4,2,fake
100.98,1,4,4,fake
185.9,3,2,4,fake
158.05,2,3,4,fake
179.1,9,3,4,fake
143.55,8,2,3,fake
111.18,10,3,1,fake
152.1,2,3,4,fake
79.0,5,1,1,fake
172.38,4,3,3,fake
89.1,9,2,2,fake
199.0,13,4,4,fake
111.18,4,4,1,fake
82.95,12,2,3,fake
108.9,14,1,4,fake
199.0,10,3,3,fake
111.18,4,3,4,fake
109.0,5,1,2,fake
288.55,9,2,1,fake
109.0,14,1,2,fake
152.1,10,2,2,fake
172.38,14,3,3,fake
169.0,4,4,3,fake
114.55,12,3,2,fake
108.9,10,1,1,fake
169.0,12,4,4,fake
111.18,6,4,3,fake
79.0,5,4,4,fake
177.45,9,3,3,fake
179.1,8,3,1,fake
288.55,3,3,4,fake
152.1,13,3,3,fake
177.45,7,4,2,fake
208.95,14,3,2,fake
172.38,3,3,3,fake
111.18,9,1,1,fake
89.1,10,2,3,fake
169.0,9,1,2,fake
169.0,2,2,3,fake
185.9,14,4,4,fake
185.9,9,1,1,fake
80.58,1,3,3,fake
111.18,2,2,4,fake
185.9,11,2,4,fake
218.9,1,3,3,fake
109.0,6,4,2,fake
143.55,6,1,3,fake
89.1,14,1,1,fake
169.0,9,4,3,fake
79.0,5,3,3,fake
82.95,3,2,1,fake
119.9,12,2,3,fake
99.0,4,2,4,fake
111.18,13,3,4,fake
177.45,13,4,3,fake
177.45,10,4,4,fake
86.9,10,2,4,fake
109.0,13,3,2,fake
152.1,4,4,2,fake
169.0,8,1,2,fake
177.45,5,4,3,fake
169.0,12,4,3,fake
288.55,14,4,3,fake
202.98,6,3,2,fake
98.1,8,1,2,fake
199.0,4,4,4,fake
199.0,1,2,1,fake
199.0,5,1,2,fake
98.1,2,3,2,fake
172.38,2,1,4,fake
152.1,3,1,1,fake
98.1,7,4,4,fake
114.55,14,3,1,fake
109.0,10,1,4,fake
288.55,3,3,3,fake
169.0,12,2,2,fake
99.0,5,4,4,fake
169.0,2,1,3,fake
179.1,4,2,2,fake
119.9,1,2,4,fake
98.1,8,3,4,fake
143.55,14,3,2,fake
185.9,11,4,1,fake
172.38,6,2,1,fake
199.0,3,2,2,fake
98.1,12,2,4,fake
152.1,14,2,4,fake
103.95,14,2,2,fake
100.98,6,1,4,fake
185.9,6,3,2,fake
111.18,14,2,3,fake
111.18,12,4,1,fake
114.45,13,3,3,fake
177.45,6,1,3,fake
109.0,10,4,2,fake
152.1,9,3,3,fake
114.55,8,4,1,fake
108.9,12,2,4,fake
199.0,13,3,3,fake
288.55,8,2,2,fake
177.45,10,3,2,fake
152.1,1,3,1,fake
172.38,6,1,4,fake
288.55,1,2,1,fake
152.1,7,3,2,fake
172.38,7,1,2,fake
158.05,9,2,4,fake
82.95,8,1,4,fake
79.0,13,4,1,fake
172.38,10,1,3,fake
185.9,3,2,2,fake
152.1,13,3,4,fake
177.45,11,2,2,fake
218.9,2,2,3,fake
98.1,9,2,3,fake
119.9,12,1,1,fake
185.9,2,1,3,fake
177.45,5,1,3,fake
169.0,14,4,2,fake
99.0,9,2,4,fake
82.95,11,2,2,fake
177.45,13,3,1,fake
99.0,7,4,4,fake
103.95,3,3,3,fake
169.0,14,1,3,fake
99.0,8,2,2,fake
169.0,1,2,2,fake
152.1,9,2,2,fake
199.0,2,3,3,fake
177.45,4,3,4,fake
108.9,13,1,4,fake
185.9,1,3,2,fake
99.0,6,4,2,fake
185.9,9,1,4,fake
114.55,9,1,3,fake
169.0,4,1,1,fake
71.1,6,3,4,fake
288.55,12,4,2,fake
152.1,7,2,2,fake
71.1,6,2,2,fake
177.45,1,4,1,fake
177.45,6,4,1,fake
103.95,8,3,1,fake
172.38,8,4,1,fake
199.0,11,4,1,fake
114.55,11,4,3,fake
172.38,4,3,1,fake
172.38,12,1,1,fake
185.9,2,2,2,fake
172.38,10,1,2,fake
98.1,6,2,3,fake
169.0,10,1,4,fake
109.0,3,4,2,fake
103.95,7,3,4,fake
111.18,14,4,2,fake
172.38,13,3,2,fake
172.38,10,1,4,fake
99.0,4,4,4,fake
152.1,5,3,4,fake
82.95,4,2,3,fake
114.55,12,4,1,fake
86.9,14,2,2,fake
245.05,3,4,3,fake
108.9,11,4,3,fake
109.0,3,1,4,fake
152.1,2,2,3,fake
103.95,2,3,1,fake
99.0,12,2,3,fake
199.0,1,4,1,fake
71.1,7,2,1,fake
82.95,11,3,4,fake
152.1,14,1,2,fake
108.9,12,4,2,fake
288.55,9,3,4,fake
245.05,4,1,4,fake
143.55,13,4,3,fake
218.9,6,3,2,fake
114.55,11,1,4,fake
79.0,8,1,2,fake
185.9,2,1,4,fake
172.38,12,2,1,fake
208.95,13,2,2,fake
100.98,12,1,1,fake
172.38,1,4,3,fake
152.1,14,4,1,fake
152.1,6,3,1,fake
185.9,8,1,2,fake
100.98,3,4,1,fake
80.58,12,1,4,fake
169.0,5,1,3,fake
80.58,2,2,4,fake
