Fish_ID,Event_ID,Taxon_ID,Number,Min,Max,AvgLgth,Area,Comments
20130716120256-847276210.784912,20120118153637-110386848.449707,20160411125756-407380640.506744,20,20,25,22,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20130716120256-864964604.377747,20120118153637-110386848.449707,20160411125756-407380640.506744,44,20,25,22,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20130716120256-899554789.066315,20120118152820-183076024.055481,20160411125756-407380640.506744,1,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20130716120256-977053761.482239,20120201144731-206017196.178436,20160411125756-407380640.506744,5,20,20,20,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20130716120256-989515602.588654,20120118160034-807689309.120178,20160411125756-407380640.506744,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20130716120256-997543156.147003,20130716120256-586100161.075592,20160411125756-407380640.506744,1,6,6,6,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20140904094300-174484074.115753,20140904094300-647821187.973022,20180301132624-56236863.1362915,1,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20140904094300-78752696.5141296,20140904094300-622696697.711945,20180301132624-56236863.1362915,3,16,18,17,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20140904094300-857411265.37323,20140904094300-622696697.711945,20180301132624-56236863.1362915,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20140904094300-933052301.40686,20140904094300-647821187.973022,20180301132624-56236863.1362915,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20150220095045-106133759.021759,20150220095045-301948010.921478,20160411125756-407380640.506744,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-110386848.449707,20150220095045-705547511.577606,20160411125756-407380640.506744,5,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-152676820.755005,20150220095045-533424019.813538,20160411125756-407380640.506744,3,22,22,22,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-188131809.234619,20150220095045-45352756.9770813,20160411125756-407380640.506744,3,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-276123285.293579,20150220095045-301948010.921478,20160411125756-407380640.506744,2,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-310951650.14267,20150220095045-814490020.275116,20160411125756-407380640.506744,5,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-401604592.80014,20150220095045-579518616.199493,20160411125756-407380640.506744,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-410631656.646729,20150220095045-709037899.971008,20160411125756-407380640.506744,2,13,13,13,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-495211303.2341,20150220095045-45352756.9770813,20160411125756-407380640.506744,1,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-499257028.102875,20150220095045-774740099.906921,20160411125756-407380640.506744,11,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-531989693.641663,20150220095045-14017641.544342,20160411125756-407380640.506744,15,10,12,11,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-750687718.391418,20150220095045-760723590.85083,20160411125756-407380640.506744,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-783374011.516571,20150220095045-414032697.677612,20160411125756-407380640.506744,3,22,22,22,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-909204125.404358,20150220095045-373536169.528961,20160411125756-407380640.506744,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150220095045-99409937.8585815,20150220095045-579518616.199493,20160411125756-407380640.506744,3,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-141861975.193024,20150409094600-767111659.049988,20160411125756-407380640.506744,12,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-150435507.297516,20150409094600-829801619.052887,20160411125756-407380640.506744,3,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-169410884.380341,20150409094600-56236863.1362915,20160411125756-407380640.506744,5,22,22,22,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-184855759.143829,20150409094600-373536169.528961,20160411125756-407380640.506744,7,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-246845483.779907,20150409094600-961953163.146973,20160411125756-407380640.506744,4,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-274737060.070038,20150409094600-468700110.912323,20160411125756-407380640.506744,2,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-278410971.164703,20150409094600-414032697.677612,20160411125756-407380640.506744,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-306946814.060211,20150409094600-533424019.813538,20160411125756-407380640.506744,3,25,25,25,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-314039289.951324,20150409094600-705547511.577606,20160411125756-407380640.506744,2,25,25,25,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-396988511.08551,20150409094600-373536169.528961,20160411125756-407380640.506744,2,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-416300475.597382,20150409094600-774740099.906921,20160411125756-407380640.506744,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-421160638.332367,20150409094600-647821187.973022,20160411125756-407380640.506744,3,18,18,18,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-507770359.516144,20150409094600-871445834.636688,20160411125756-407380640.506744,11,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-682875633.239746,20150409094600-414032697.677612,20160411125756-407380640.506744,2,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-688366889.953613,20150409094600-592458248.138428,20160411125756-407380640.506744,3,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-692628085.613251,20150409094600-298165440.559387,20160411125756-407380640.506744,12,18,18,18,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-694607496.261597,20150409094600-949556648.731232,20160411125756-407380640.506744,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-733093440.532684,20150409094600-949556648.731232,20160411125756-407380640.506744,3,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-782138705.253601,20150409094600-760723590.85083,20160411125756-407380640.506744,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-824130237.102509,20150409094600-14017641.544342,20160411125756-407380640.506744,5,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-830683290.958405,20150409094600-592458248.138428,20160411125756-407380640.506744,10,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-834396362.304688,20150409094600-829801619.052887,20160411125756-407380640.506744,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-868065297.603607,20150409094600-871445834.636688,20160411125756-407380640.506744,6,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-88129401.2069702,20150409094600-622696697.711945,20160411125756-407380640.506744,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-890102326.869965,20150409094600-289562463.760376,20160411125756-407380640.506744,5,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-892949998.378754,20150409094600-279342055.32074,20160411125756-407380640.506744,5,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-900066375.732422,20150409094600-56236863.1362915,20160411125756-407380640.506744,5,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-943000793.457031,20150409094600-45352756.9770813,20160411125756-407380640.506744,4,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-945072233.67691,20150409094600-524868428.707123,20160411125756-407380640.506744,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-955840885.639191,20150409094600-622696697.711945,20160411125756-407380640.506744,5,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-969412267.208099,20150409094600-301948010.921478,20160411125756-407380640.506744,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-976013720.035553,20150409094600-263792932.033539,20160411125756-407380640.506744,7,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-979077935.218811,20150409094600-533424019.813538,20160411125756-407380640.506744,1,27,27,27,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20150409094601-993945777.416229,20150409094600-468700110.912323,20160411125756-407380640.506744,4,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20160429122243-105452656.745911,20160229060025-694485306.739807,20180301132624-56236863.1362915,2,14,14,14,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-114332795.143127,20160229061633-694607496.261597,20180301132624-56236863.1362915,6,13,6,10,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-128249883.651733,20160229060025-694485306.739807,20180301132624-56236863.1362915,1,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-156302213.668823,20160229060025-694485306.739807,20180301132624-56236863.1362915,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-18758356.5711975,20160229060025-694485306.739807,20180301132624-56236863.1362915,1,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-206485390.663147,20160429122243-774740099.906921,20180301132624-56236863.1362915,5,9,12,10,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-210368633.270264,20160229060025-694485306.739807,20180301132624-56236863.1362915,1,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-243931353.092194,20160229053852-705547511.577606,20180301132624-56236863.1362915,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-259541332.72171,20160229063904-758574426.174164,20180301132624-56236863.1362915,14,5,14,11,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-261368274.688721,20160229054855-647821187.973022,20180301132624-56236863.1362915,1,11,11,11,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-288717329.502106,20160429122243-301948010.921478,20180301132624-56236863.1362915,8,8,13,10,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-331694424.152374,20160229060025-694485306.739807,20180301132624-56236863.1362915,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-378902554.512024,20160229054855-647821187.973022,20180301132624-56236863.1362915,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-438826382.160187,20160229063912-510047435.760498,20180301132624-56236863.1362915,8,6,10,8,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-533873081.207275,20160229053852-705547511.577606,20180301132624-56236863.1362915,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-692547857.761383,20160429122243-289562463.760376,20180301132624-56236863.1362915,5,8,12,9,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-696100771.427155,20160229061608-438826382.160187,20180301132624-56236863.1362915,1,22,22,22,100,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-729410886.764526,20160429122243-760723590.85083,20180301132624-56236863.1362915,7,8,13,9,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-73953330.5168152,20160229060025-694485306.739807,20180301132624-56236863.1362915,2,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-785212218.761444,20160229054855-647821187.973022,20180301132624-56236863.1362915,1,14,14,14,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-900333881.378174,20160429122243-14017641.544342,20180301132624-56236863.1362915,7,8,14,10,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160429122243-938545167.446136,20160229060025-694485306.739807,20180301132624-56236863.1362915,1,22,22,22,100,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160916135153-123320698.738098,20160916135153-990732073.783875,20180301132624-56236863.1362915,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160916135153-271023929.11911,20160916135153-146026849.746704,20180301132624-56236863.1362915,1,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160916135153-364755153.656006,20160916135153-506093204.021454,20180301132624-56236863.1362915,1,14,14,14,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160916135153-445046782.493591,20160916135153-416300475.597382,20180301132624-56236863.1362915,1,14,14,14,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160916135153-447865128.517151,20160916135153-437391221.523285,20180301132624-56236863.1362915,2,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160916135153-462971329.689026,20160916135153-146026849.746704,20180301132624-56236863.1362915,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20160916135153-573792397.975922,20160916135153-416300475.597382,20180301132624-56236863.1362915,1,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20161026092016-105452656.745911,20161026092016-949556648.731232,20160411125756-407380640.506744,1,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-107375323.77243,20161026092016-589163005.35202,20160411125756-407380640.506744,1,22,22,22,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-128249883.651733,20161026092016-862619340.419769,20160411125756-407380640.506744,4,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-149981081.485748,20161026092016-829801619.052887,20160411125756-407380640.506744,2,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-169873476.028442,20161026092016-910964310.16922,20160411125756-407380640.506744,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-18758356.5711975,20161026092016-263792932.033539,20160411125756-407380640.506744,4,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-191922485.8284,20161026092016-622696697.711945,20160411125756-407380640.506744,6,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-207627296.447754,20161026092016-622696697.711945,20160411125756-407380640.506744,3,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-210368633.270264,20161026092016-14017641.544342,20160411125756-407380640.506744,1,13,13,13,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-241219.997406006,20161026092016-45352756.9770813,20160411125756-407380640.506744,4,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-272946834.564209,20161026092016-53504526.6151428,20160411125756-407380640.506744,1,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-329735934.734344,20161026092016-986093163.490295,20160411125756-407380640.506744,2,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-331694424.152374,20161026092016-468700110.912323,20160411125756-407380640.506744,7,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-357023119.926453,20161026092016-790480017.662048,20160411125756-407380640.506744,10,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-390471458.435059,20161026092016-824602127.075195,20160411125756-407380640.506744,3,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-401842057.704926,20161026092016-622696697.711945,20160411125756-407380640.506744,1,22,22,22,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-443862497.806549,20161026092016-709037899.971008,20160411125756-407380640.506744,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-454207837.581635,20161026092016-263792932.033539,20160411125756-407380640.506744,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-459640800.952911,20161026092016-824602127.075195,20160411125756-407380640.506744,4,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-461874365.80658,20161026092016-814490020.275116,20160411125756-407380640.506744,5,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-492165625.095367,20161026092016-414032697.677612,20160411125756-407380640.506744,2,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-506087362.766266,20161026092016-824602127.075195,20160411125756-407380640.506744,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-530212521.55304,20161026092016-829801619.052887,20160411125756-407380640.506744,6,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-536794066.429138,20161026092016-468700110.912323,20160411125756-407380640.506744,7,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-544013977.050781,20161026092016-910964310.16922,20160411125756-407380640.506744,6,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-589792549.610138,20161026092016-524868428.707123,20160411125756-407380640.506744,1,16,16,16,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-596094548.70224,20161026092016-589163005.35202,20160411125756-407380640.506744,3,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-657054960.727692,20161026092016-14017641.544342,20160411125756-407380640.506744,1,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-678913354.873657,20161026092016-774740099.906921,20160411125756-407380640.506744,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-704395771.026611,20161026092016-364018678.665161,20160411125756-407380640.506744,2,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-73953330.5168152,20161026092016-14017641.544342,20160411125756-407380640.506744,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-750687718.391418,20161026092016-647821187.973022,20160411125756-407380640.506744,9,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-753688097.000122,20161026092016-961953163.146973,20160411125756-407380640.506744,4,14,14,14,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-757729291.915894,20161026092016-862619340.419769,20160411125756-407380640.506744,1,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-783995270.729065,20161026092016-45352756.9770813,20160411125756-407380640.506744,1,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-81893563.2705688,20161026092016-949556648.731232,20160411125756-407380640.506744,3,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
