age,income
44,142208
22,112497
46,74886
40,29908
43,109510
65,147089
58,29908
28,72081
36,141774
39,121677
62,122293
44,89509
51,148093
53,96089
52,106513
43,86500
20,34554
19,58264
45,138930
44,101361
27,19500
23,104239
34,22572
38,123993
62,39112
41,130921
62,74390
37,132127
28,58368
61,138631
39,87210
58,56976
32,27587
31,140375
40,104742
38,58567
50,136625
63,35790
50,84105
26,53554
59,80210
62,34239
38,42208
50,101123
28,147900
57,97680
35,84557
63,81415
46,28748
50,78590
61,134884
30,75757
37,15985
19,126898
23,68050
33,139504
48,21754
41,96834
18,26991
25,122735
44,69738
35,82125
54,74880
26,60744
42,110935
21,66867
37,35608
37,21225
39,17488
21,91649
50,41616
23,29291
30,17568
61,99326
57,55232
56,24231
64,103431
64,98628
39,137036
33,29939
27,118264
26,92634
33,19647
26,136376
19,140904
36,93710
52,85666
24,131942
34,133593
33,83537
64,20881
38,95032
36,49319
20,87415
24,24506
37,125379
35,90928
44,56007
27,107722
43,114431
25,109365
29,89739
54,26594
58,84277
30,137622
39,62510
24,107636
20,16596
36,77263
27,80851
59,117941
18,42686
53,72487
38,99409
53,103172
46,87222
54,110543
22,55302
65,110475
37,23475
20,78441
19,81426
38,23089
55,101130
24,67970
57,71510
33,87990
21,127035
48,46099
56,56974
57,130493
65,148589
47,112979
20,97678
47,134341
20,105130
34,55481
53,36002
25,95221
31,21641
45,99356
64,134513
46,69830
52,53517
23,55681
25,136365
20,129227
52,118473
20,58887
40,131602
43,142814
51,59664
54,126570
46,51874
26,33676
28,74843
32,83598
28,59838
48,30336
31,68755
34,23898
53,34401
57,81651
26,41615
64,66976
24,110748
53,89123
61,120279
23,46593
50,65853
38,134292
18,43214
20,108158
21,121017
58,101280
19,52347
55,144157
38,42538
19,143387
59,41468
64,96506
58,114440
23,146788
20,50415
61,105495
62,51990
39,38009
55,107413
55,45550
18,53537
65,73216
39,35952
43,80480
18,43557
24,32723
42,32237
32,15173
38,65041
43,82516
58,52088
24,143197
18,87986
52,95120
28,118773
34,97216
59,60030
35,88157
41,133420
46,29594
20,129429
22,76438
34,146671
34,101745
40,66205
20,58714
37,141243
47,24681
38,101555
62,33005
28,23161
36,77702
47,19329
37,145770
48,31802
21,42602
33,92278
30,92440
62,23962
65,74731
28,81224
31,51924
31,16973
31,92432
49,126677
39,124113
58,56053
23,86670
45,44298
32,107001
57,57927
42,36523
63,117737
25,57667
18,128805
18,63509
33,19283
21,148401
21,56716
52,75915
51,137220
23,105436
29,73634
37,107015
42,98353
20,78853
25,47154
19,125868
34,76317
41,24205
19,26786
23,32682
50,100434
22,99187
46,130003
34,137883
48,82377
28,120880
47,56014
23,131167
34,107271
26,27473
26,29358
52,118842
43,85750
47,43715
39,148393
24,106328
29,128516
28,146951
51,123577
28,100419
63,37765
56,65360
19,22390
56,93128
39,140951
50,88957
27,118827
43,108745
24,79140
65,38051
37,69360
48,114414
64,35398
36,136141
58,48642
24,39706
44,141243
63,141239
65,75751
46,120735
24,36385
20,121455
32,140764
19,63027
51,49833
65,69872
54,98558
29,30983
63,79426
26,120777
30,113163
42,60156
18,37204
44,50614
36,67063
57,21583
33,107857
46,38022
33,103906
31,90232
49,130301
24,53778
39,102108
59,42687
44,45778
61,124061
65,149903
51,29069
46,56528
36,149875
52,69698
49,50193
37,25269
24,84881
49,74644
28,135824
25,22499
62,79089
56,113223
56,119442
53,74659
25,62649
64,76132
24,36957
37,38656
52,28589
37,129610
31,135935
50,73057
56,144461
59,59629
51,78645
44,48822
58,44819
58,110262
63,128325
52,18229
44,108151
52,121189
61,57427
43,59210
21,41991
24,83786
27,15623
20,80363
52,121933
24,126344
30,60222
57,100171
37,48959
32,35134
37,34640
18,54921
61,71632
35,112398
21,91637
42,119980
65,139136
46,136868
28,17758
20,86850
30,16041
40,76608
35,130749
37,122179
25,17714
30,146118
63,131698
32,37726
47,70093
34,82996
26,33439
56,19331
23,58122
64,110336
47,39996
27,96383
21,105203
43,123120
53,15140
47,83753
44,20804
63,85741
37,15890
58,109679
43,121874
37,21440
35,70851
46,81549
27,19248
18,93575
20,29921
65,119310
24,26898
32,124301
27,95552
41,132653
27,127291
51,126394
39,125876
34,25895
49,41919
40,37803
36,147693
30,96339
63,101063
34,15563
27,123258
34,16729
32,100750
23,22225
42,32726
60,149474
21,30561
33,147623
23,106383
21,16315
54,19204
54,41302
29,27426
57,116847
53,148730
46,103257
41,72872
21,77336
49,38306
43,117796
40,119064
62,112436
48,87845
31,118714
34,123955
56,72640
58,37070
44,132587
53,31392
26,34306
18,98763
49,26503
32,85539
20,48873
23,41006
55,16133
37,106273
57,85572
22,124115
54,85776
26,82127
55,57121
55,102735
18,25232
29,65763
49,19234
34,96401
41,73296
26,141854
44,97239
24,85680
31,107519
26,18671
26,149185
62,19278
42,29585
64,49211
28,83259
50,109634
19,45362
26,149676
61,23479
55,26601
54,96817
23,52965
41,47979
48,19849
42,124960
24,71589
31,47484
63,53291
54,120221
65,25882
30,101027
41,130013
29,71916
28,132091
53,139455
27,44122
32,139548
27,50990
35,21427
41,24651
48,33169
34,45454
65,119611
45,47834
60,15450
60,139592
38,25670
29,43648
30,46504
31,50437
27,21048
33,141506
35,141249
55,53700
49,114935
26,133700
52,61349
32,128369
60,97038
22,99972
52,40575
64,125662
32,97889
18,78555
65,97816
50,87001
22,77807
51,72976
53,101319
19,140135
39,124783
56,98734
59,149284
40,136078
45,94468
41,102475
52,96679
30,69920
49,99995
29,77446
19,93314
44,23916
63,63183
24,63077
44,99524
39,45101
31,129286
57,54558
32,90627
29,144087
49,134690
58,17116
44,64239
51,126320
46,43381
65,47519
24,52515
53,105056
61,19229
34,38466
53,142203
26,19701
62,93972
32,33194
61,21019
28,51361
56,71351
52,104179
43,71914
27,55990
53,131653
41,76559
55,126320
38,66206
41,74373
58,100210
33,65742
25,100418
47,93808
34,20106
23,133408
63,135074
20,49274
32,69746
62,33987
55,121659
53,38290
58,117870
54,50364
19,72919
39,123572
32,38137
51,84284
64,84425
65,134317
53,100897
39,145807
18,138163
44,140970
47,46894
26,99021
36,68757
48,99548
43,44771
44,74216
52,93395
65,112256
60,102726
65,104481
43,116426
33,89265
53,70017
21,117686
31,45934
23,25394
43,131465
40,59532
57,121463
20,22985
52,39973
61,62207
31,118073
60,18865
53,68613
44,95242
25,94662
25,42502
54,97132
50,131517
43,89314
53,94110
24,109398
60,116389
34,114383
57,110473
33,83561
42,91990
34,29597
40,26596
48,143864
60,44364
61,79376
20,117634
47,71511
37,106030
62,47969
24,147613
61,59306
47,94811
37,32256
55,36272
63,26069
58,35428
53,45285
19,135650
49,36174
53,145913
47,64700
52,45973
50,67539
46,29666
52,127531
41,134662
24,37459
37,52935
37,135637
42,62838
18,149242
43,82726
61,71323
23,37522
65,23081
18,132645
28,119778
41,86842
63,107850
63,98325
39,62482
54,130488
24,63141
37,120596
25,111772
65,89806
59,111926
41,17582
48,149921
42,94434
28,51187
49,19611
18,38014
50,107347
41,48988
36,129990
44,118727
61,124254
19,107457
53,115049
22,15093
21,47113
31,87932
32,46853
32,47961
34,108563
51,16899
38,98946
62,135077
40,65285
22,25995
57,35655
19,145527
25,63909
38,147306
59,69952
35,145772
64,126019
19,143005
50,94452
35,79630
26,119475
18,16922
48,75952
60,49327
22,104746
49,101644
38,138912
21,59731
50,23536
59,123998
46,44192
59,73035
40,105398
57,50146
52,112019
27,114487
54,95234
54,34475
57,52950
23,36069
58,118956
20,69418
43,91816
21,125481
46,89689
63,145729
34,49951
38,97946
36,141916
52,57716
31,80153
54,15554
44,118686
59,54643
25,38042
51,105699
61,85937
52,104421
27,126002
56,77408
30,98612
60,104240
50,145171
33,19991
61,71793
34,46790
27,101295
45,23163
22,125550
31,65501
60,60527
32,42920
21,58474
64,81882
49,32535
28,146510
59,95820
42,82740
62,110560
58,98392
25,41930
41,142468
59,119080
32,34325
57,123111
23,111911
46,37971
33,135857
57,42671
21,41400
44,87862
25,148958
32,49704
53,106002
48,57723
43,99895
30,78384
35,118993
60,120829
61,26199
22,53207
29,103508
65,113288
52,113769
62,32727
60,144033
43,21550
34,21050
58,77173
32,50191
50,21559
50,62688
64,53496
33,61890
39,145623
18,34696
52,50236
50,30635
39,31409
39,114689
43,21164
52,39676
21,39858
50,69044
55,24251
28,111197
24,149241
46,70056
47,120795
43,16667
37,56322
55,99228
28,76629
41,145498
36,41033
64,78331
27,109093
48,119142
32,140892
18,113275
56,121351
45,43817
24,118365
63,48120
26,18165
20,100974
65,39836
40,101669
31,93006
54,20902
20,139109
45,140504
42,86886
23,122627
54,53014
48,68709
22,90076
24,121801
24,64549
57,38869
60,28774
28,99132
41,79260
62,65443
26,97277
35,78093
55,130866
29,75339
35,71673
51,116416
58,79394
45,19407
59,142173
23,29828
27,20186
44,61629
32,52514
63,137034
31,141218
21,75898
54,87975
29,106995
25,70951
50,94568
55,71159
36,121287
42,19589
34,101118
38,75733
22,51618
28,46484
60,73929
60,93580
55,50049
57,49822
65,128735
48,16625
59,26839
41,100000
55,128116
19,29716
35,114134
37,73562
54,128295
22,32594
26,111387
37,70258
54,98656
54,66593
28,147056
44,70271
23,122061
53,130502
60,118119
34,30700
24,129003
24,43448
50,17057
44,53514
58,136722
53,134369
27,135884
59,82884
36,60621
61,84748
60,45130
65,64062
32,26259
49,49767
45,85889
36,134171
29,46002
58,56919
61,61413
44,82688
21,18267
60,24943
37,97324
50,19963
22,57848
51,20985
55,76581
27,120818
56,111983
50,39071
58,71905
32,45050
35,84503
63,79029
55,58423
65,82561
23,143008
42,148654
51,125671
59,138260
44,62505
45,115734
57,43903
37,28856
40,139120
45,103007
40,134415
27,99026
22,63120
37,31956
29,29508
35,134134
58,147494
30,18055
22,115469
25,123252
23,105573
45,39123
60,95526
40,48359
31,40560
34,98002
65,61765
38,39707
63,85507
35,134143
39,27617
46,75887
40,59547
62,126714
45,19190
42,15962
58,23949
56,110750
22,77834
24,27474
44,113414
29,37956
20,64536
35,70717
46,115185
29,108362
37,132029
45,81207
60,133892
22,71122
65,47365
25,22081
42,33406
24,30620
48,67281
24,136362
36,26846
55,114597
33,72481
28,136038
64,48887
50,117343
21,79158
19,137792
42,130704
35,75319
63,96242
23,138593
61,36261
54,102816
44,100277
39,144419
22,39430
32,117403
49,111018
29,132188
41,52034
59,52517
50,22746
51,20072
49,139658
53,49783
45,138734
53,57550
63,62142
49,92000
57,132400
42,116475
52,75898
47,112659
25,110695
32,20762
29,88587
46,27039
28,19251
49,55779
61,67694
64,99110
61,97479
56,17543
65,30409
59,77703
55,130175
20,128978
43,74459
39,116423
19,16361
33,144313
23,58092
32,32818
33,127400
36,121095
25,93897
18,88117
33,75178
31,69537
48,146832
22,97098
51,33095
30,111376
18,86623
32,126767
21,38379
29,148634
27,140275
45,135090
44,77731
55,117066
50,85123
62,76707
36,42205
38,27546
41,39647
29,144297
18,129235
33,49203
36,145885
25,118535
26,22141
30,42649
23,136804
59,63702
60,90477
53,36179
27,103077
42,40319
42,91533
45,86375
45,137733
27,108263
26,118655
53,105795
38,132964
42,64837
37,69794
62,39646
49,145192
42,24038
32,54286
34,147553
61,96061
29,101809
23,146222
54,87786
50,44959
31,46150
58,139854
56,135752
34,17272
57,68888
45,138114
35,19633
30,141058
42,36845
65,133963
38,89394
39,39522
29,30358
22,140894
19,22978
35,19317
65,44890
20,83778
64,76986
29,131038
51,66847
20,91147
39,18316
35,133125
47,27424
28,99921
34,85838
61,92717
47,51926
54,103372
53,48766
45,124625
53,18251
47,82421
37,32946
30,146666
23,50565
23,75268
23,67072
18,28120
44,27872
35,108714
50,21193
33,98174
34,89702
39,54957
19,79727
36,105205
32,42182
37,63703
22,44381
42,78697
21,121626
38,111433
29,76632
31,25113
32,107075
35,31986
23,127991
36,98969
23,117975
38,105013
32,34227
47,62373
59,79417
26,18552
35,25148
49,29388
52,25589
44,28342
30,67981
46,27777
56,26882
54,136078
32,63429
50,61612
25,106038
48,125211
27,32318
45,145147
50,122449
42,71489
27,131658
55,51580
56,142540
48,133176
34,29754
33,73170
57,86681
64,120351
64,15795
38,130640
63,143870
59,135809
28,113346
19,146203
49,64311
50,96403
26,44506
65,133320
20,18931
26,59688
42,100268
21,59623
19,35280
48,49491
26,97245
47,108777
49,89775
64,103136
41,113778
64,42133
55,97630
49,82954
31,102924
60,106979
48,56394
31,31822
59,45016
24,97621
35,112147
32,142996
35,101429
26,80240
36,119425
25,93706
53,104895
27,37533
40,15248
18,55611
44,139324
53,125967
48,61081
43,16789
36,51455
33,121566
31,131366
27,78457
30,83916
57,63443
19,119413
24,139790
28,58481
51,115624
55,87329
52,132877
55,31310
54,111713
49,48137
18,86900
19,55597
52,58142
18,89815
41,94590
46,94280
42,139494
49,39690
51,15947
41,55688
53,123603
50,41106
44,32465
50,109641
22,46230
39,45555
38,89568
25,91090
44,87658
36,47306
44,74911
47,82651
44,85548
18,92566
36,49121
53,39411
65,106199
52,71169
65,99055
56,117942
22,32607
34,93611
62,18900
38,147196
54,28907
31,88342
19,89286
25,92629
34,100990
59,113289
35,133236
38,137199
42,34933
64,106866
20,110136
35,89273
50,108230
27,110799
32,52700
47,94538
55,66607
35,76979
20,38090
59,31298
30,105966
50,132448
47,71612
52,89849
52,76840
21,136283
21,39305
25,84405
53,82641
37,144389
19,126062
21,127135
56,74798
55,49621
51,94043
60,35742
25,97137
65,36102
55,51276
51,93041
54,146125
48,83623
32,136729
33,80818
44,149297
61,127897
39,33280
26,86541
31,71308
33,38124
49,87771
57,122817
32,81627
32,139728
43,77808
59,145552
59,49588
63,113925
24,41882
26,19784
42,112496
65,73058
32,130078
41,137557
31,99803
49,93933
31,115576
32,60637
39,99402
61,77456
28,85995
24,29050
48,129942
28,135276
31,36581
59,74639
30,131992
55,116683
52,63503
26,16985
25,54568
35,98416
51,98960
21,73898
50,76765
39,28840
28,16473
52,86308
41,139564
19,88827
29,21648
25,148911
55,27875
65,136668
21,129201
28,17874
65,139188
63,60212
37,57562
30,80289
59,85807
51,139903
22,57074
24,97973
25,52143
46,105761
21,29880
40,44604
58,22061
26,38985
22,55934
64,124126
27,52866
40,144140
22,23109
33,41429
59,95297
63,90649
44,141088
48,129758
51,92982
28,112284
56,51166
21,108991
45,29512
48,15204
56,50547
57,69590
42,137450
38,87192
62,145997
57,61053
62,46768
65,42209
26,96170
57,45660
49,72262
42,25098
38,44682
65,85271
29,63336
60,103687
41,65923
48,71124
35,139158
52,43787
39,92538
35,26957
27,52624
46,73564
22,105350
57,74625
30,33688
31,29951
41,89775
20,93254
31,91472
28,41955
33,117587
52,68662
51,61959
47,46302
45,74854
64,73968
43,36202
20,27940
45,138319
65,21915
63,18852
49,63525
53,89929
40,132292
60,57538
23,34576
62,35782
23,110747
22,111975
36,15851
30,105034
61,118105
26,117043
37,50796
54,34859
59,136528
57,141789
25,79662
40,116679
27,71485
65,20260
44,79206
54,100298
28,46923
36,41070
45,91171
38,50539
64,132694
22,77449
28,21378
47,124817
63,23524
57,84539
32,79174
58,72060
25,92587
25,134105
25,102178
48,107560
61,126704
62,37722
48,121549
39,38258
60,20802
35,19021
22,60375
36,145395
47,39139
24,80945
48,116184
48,26247
33,139167
23,50681
44,29930
49,143118
29,25546
47,148117
22,36884
47,97296
63,19575
57,127014
61,147301
25,98599
34,86040
64,114856
60,131173
31,146193
59,143518
50,115243
36,144229
55,97715
50,62920
52,37919
33,86772
51,56805
19,48881
46,19563
18,149493
50,144185
28,78590
49,133540
35,36855
45,79486
19,61096
25,50821
27,16378
43,117546
48,106081
53,64584
24,30126
21,26917
42,78758
19,80473
55,39017
55,134396
29,50716
54,92528
30,18837
20,46158
60,83420
54,34297
42,136851
30,77186
46,101805
40,40220
30,38083
30,134660
35,145980
56,86251
18,78663
47,49597
57,41769
26,112959
40,21715
27,109446
30,41740
19,105255
57,114042
38,23572
52,22941
53,108622
36,139198
31,52468
63,49165
46,36770
59,110914
41,121429
44,28567
20,63082
40,40879
30,106452
43,120130
42,87964
47,71189
53,28113
51,60205
40,65517
37,47389
22,113098
43,99834
26,62935
59,125568
28,33441
25,86184
55,36094
54,89878
56,35860
42,118993
62,66463
50,101094
60,61555
27,144835
43,62940
54,15077
62,71435
50,58559
39,109978
40,43678
40,130331
35,125378
39,57660
19,73926
36,130280
33,82058
43,85046
59,121852
29,34699
29,25838
47,141497
27,126434
62,141260
49,113988
20,17205
32,140899
30,35464
36,105510
65,58510
64,21904
28,70403
23,108044
36,48369
28,141748
26,116425
21,72038
23,69668
24,125213
28,147895
34,118992
60,17689
47,120216
37,110349
35,111946
28,26815
25,53596
19,63171
35,88373
55,54437
49,126060
49,28911
32,48444
26,142003
44,78778
42,24478
42,27308
64,86153
36,147132
31,125920
40,69923
63,149959
52,89619
29,115457
34,131539
63,135343
34,70201
54,38888
51,79341
54,120554
21,136566
59,15077
28,138358
23,36505
21,78031
57,131793
28,118716
61,105890
52,92947
29,29545
53,140366
55,19209
44,103905
54,103597
49,142458
64,51654
28,137361
28,81344
19,104805
64,131397
40,32108
59,145593
60,84563
59,27656
62,19539
28,80088
37,49405
47,110282
36,65166
61,52303
22,35100
27,85393
36,50131
38,57445
61,32445
49,101225
37,74037
27,50718
26,115423
57,120023
23,96378
54,147674
34,42372
34,112338
64,85130
43,38859
36,146153
19,136113
33,100372
23,70214
37,125355
59,72215
64,66146
58,18502
23,65115
43,129160
35,96119
42,84452
39,110158
59,112287
31,46511
36,89424
34,146958
53,84087
55,35742
41,130991
40,24528
46,38796
63,56786
32,20048
29,134144
40,106909
53,89667
33,109620
19,100866
46,38330
28,127687
46,45002
26,98349
55,146199
63,54790
24,71917
31,110610
62,36080
18,50580
59,139827
43,139760
22,27619
55,72142
65,75630
63,67155
19,105548
42,135161
48,22098
19,94355
43,139036
37,141501
53,140613
50,127756
19,39653
24,112525
38,122602
27,115805
55,115497
44,23288
32,148734
55,53753
39,60344
43,48000
57,146943
33,132781
30,72334
19,120608
61,64635
62,75950
51,89963
55,24003
19,148370
38,98583
53,132798
50,81400
48,59231
31,51789
28,107714
25,93436
52,84299
54,147058
19,73475
59,89734
30,49328
64,45044
60,86747
37,106369
19,53259
46,61979
64,140761
28,96709
30,69812
61,63479
60,26431
31,19680
46,68661
44,58756
20,94406
26,126087
61,36667
33,79788
33,110412
64,36418
31,118356
31,109829
28,129225
60,64960
48,77739
53,29749
57,94123
48,102781
37,134659
54,42752
26,84188
31,148281
33,134096
21,128966
63,25237
21,144493
65,145616
34,119160
40,107069
61,41766
56,85661
50,58018
26,123039
19,71599
20,107481
34,131050
34,106664
18,120306
57,108541
24,68657
50,120219
29,100689
42,84134
31,44562
40,139686
61,104974
51,110280
32,65156
49,45551
47,58791
43,65431
42,29593
44,74079
23,108774
31,52070
62,67384
64,59775
30,36138
48,111872
31,134230
41,145081
35,82008
23,56636
36,112647
61,32337
34,25169
32,87301
29,90050
40,80702
43,74170
23,130948
59,103794
47,60489
52,98039
58,111174
56,119569
58,103015
44,113488
51,32684
64,42557
21,89308
26,55996
37,50708
37,124247
55,17222
60,92097
65,136063
50,142848
44,114461
41,129366
56,146195
58,113869
57,136164
46,99419
62,33832
29,133940
50,28331
60,55270
39,125745
38,58027
49,47402
45,58078
39,113345
49,68929
37,47074
30,92396
60,96422
23,69558
53,130480
45,130383
31,76718
31,104741
45,134541
37,113952
45,62528
29,67613
23,120575
31,118971
32,17023
18,33127
26,76700
36,91794
24,118206
52,143839
60,117005
57,40934
38,137034
42,41720
34,122185
43,65650
31,102426
22,92611
40,59354
19,123673
39,146376
49,96544
50,114870
65,95948
22,78095
22,31911
29,42255
59,73554
52,74159
29,49563
51,99588
19,108458
43,19728
65,72610
21,70113
55,98342
46,101360
56,136008
34,78837
45,68314
56,50978
49,132135
62,64569
40,122125
18,116321
50,99211
28,145482
65,70480
59,87753
20,129780
42,49584
61,136709
55,42344
56,75098
19,31261
60,112049
61,43326
30,95320
29,86853
45,15620
26,140726
26,115250
63,75763
25,94900
44,18326
24,39353
47,108944
18,107979
38,62175
19,25158
62,93600
37,17856
29,133457
37,27878
54,93766
30,130229
30,111219
57,130315
20,97909
28,42663
59,132611
57,64982
56,86037
47,98056
32,63357
28,134031
52,92087
40,77643
34,20190
43,116105
26,62480
57,32495
59,26713
30,81478
41,50707
58,34479
43,138745
34,134608
27,120431
45,37382
45,121821
21,99420
28,66103
28,119179
52,136903
63,124616
20,127849
39,28476
39,121984
64,44750
30,17080
30,97676
51,17108
61,121460
47,15863
54,37172
53,25883
23,86947
37,55064
50,28582
42,50316
34,46967
49,116796
22,124377
26,83767
60,103104
58,92586
40,94990
46,140679
18,53029
58,97982
60,109607
52,32473
49,126527
59,129737
27,97476
53,144368
62,56920
60,106386
45,61912
62,31297
56,108063
65,68978
29,86208
62,121895
53,68324
33,101111
33,89852
32,131268
29,120952
48,103685
64,65691
46,25580
65,44473
57,146066
22,93876
56,112153
39,38345
48,65399
20,83752
62,148849
20,58212
47,146972
32,143916
35,81847
48,62095
54,31988
63,15752
57,45909
58,119465
43,96822
26,144371
65,55255
34,28484
62,86454
30,100926
44,30680
65,43710
41,19294
52,69972
60,33062
61,97536
30,49369
48,146725
57,98202
58,86873
42,84774
53,56622
61,105844
37,121800
27,67365
40,32598
28,24092
31,54869
18,56756
34,38777
47,69400
28,102473
62,47759
22,87916
24,108028
47,89417
61,145191
24,68844
28,94314
44,18383
32,93441
51,100117
48,147104
39,40751
28,135959
59,122035
63,120691
64,133665
42,103603
54,117845
51,89087
21,103160
36,73280
20,98715
44,85046
42,35991
32,93548
44,37283
21,53523
18,111475
25,126728
60,16244
64,100872
49,71704
43,110965
59,114355
46,53901
32,55081
57,72609
44,28911
24,36817
19,77629
27,64723
56,29807
29,115434
48,86417
53,100313
28,56379
29,100918
46,63992
51,27641
22,24030
46,65916
63,98507
62,149323
48,109760
40,101382
29,57321
65,16035
19,38657
23,61380
43,122906
51,56453
24,50572
35,77619
27,80228
31,84498
30,90965
65,48379
33,53711
46,77204
50,38980
46,139295
29,56727
56,146262
43,60757
54,130922
19,144819
30,15612
55,32897
39,78066
35,114596
47,76213
65,15906
18,145666
27,90514
57,17722
25,67204
65,110918
37,65905
42,22534
32,130474
22,80140
38,39841
58,52123
29,110974
62,104843
47,48059
47,87885
44,105177
62,63051
32,23412
24,45472
61,60523
48,49161
31,85872
53,81262
51,138465
61,97430
29,59133
45,106441
27,26143
38,65513
55,131604
19,96483
45,38379
22,85503
25,29250
59,15559
52,127452
29,139989
50,141762
60,122655
54,66841
49,137147
39,46439
25,129746
54,97268
61,78111
37,128157
35,76647
61,52133
35,18372
53,31314
31,57584
44,75600
63,18688
38,23875
58,87055
48,116030
19,111948
60,78624
25,31478
64,113131
48,19136
63,71075
28,54004
59,31357
46,97887
48,76779
26,43057
50,101104
35,33233
21,38506
37,117409
24,22864
46,56469
52,60549
36,118043
64,46782
55,144705
61,107233
49,81321
41,123625
22,63996
58,46323
56,112194
35,26198
23,83652
26,74952
31,75612
22,89436
55,56538
47,21350
52,143709
39,63347
44,125806
50,20195
25,131814
22,67213
40,82698
31,28444
28,16027
59,77192
29,54600
51,110008
65,51711
53,69550
58,42245
46,137752
22,27944
60,70827
34,138383
63,19357
54,31810
46,106538
26,107472
59,95354
55,140505
57,100676
58,21051
46,127303
45,133912
27,140692
41,64111
44,52745
22,63715
48,146292
34,108161
41,101984
62,88650
50,60540
37,41554
26,77521
53,98850
49,65574
32,146246
24,17654
55,28946
41,94933
22,140628
55,96146
40,113682
25,145025
45,56408
53,114462
32,131387
44,30778
47,28983
22,15372
50,51293
22,96171
21,93326
19,79689
19,45308
62,143070
29,121419
57,145185
41,26884
28,146888
62,149206
26,127795
56,66461
46,128410
55,72673
20,104510
39,87730
45,78682
58,41307
36,75015
24,38746
26,66843
48,42432
36,63382
58,131887
26,70385
40,66571
21,103324
45,112307
62,121286
57,127598
26,33626
32,79493
47,55151
46,111290
65,116881
18,91926
27,84836
50,91273
57,91721
20,103050
40,136513
52,92509
49,18143
20,25161
30,119025
46,115179
31,38455
23,34584
19,48929
65,16350
58,85865
30,120211
50,132641
24,116402
24,45956
59,124809
29,47546
58,16311
54,91608
31,28836
24,108486
25,62511
38,85690
30,97747
43,32526
55,44488
26,63877
62,53112
40,38002
31,45228
27,123766
29,78182
58,104211
33,123780
65,83778
52,123279
21,79617
24,109499
53,115328
54,22399
41,131856
54,124210
34,104179
38,132505
22,101619
34,113090
58,15367
62,102171
32,115494
50,29810
40,16627
44,68481
53,54431
38,140121
36,84443
61,59369
61,132594
31,61763
18,34947
61,57086
40,82479
33,92081
23,49939
28,41774
63,23303
33,147718
20,132633
54,114903
24,82865
24,68004
64,61356
23,129752
47,81493
46,30741
56,66054
24,111922
58,72646
36,147865
33,129807
43,71590
50,148899
33,45233
51,107946
55,89056
21,39119
39,106718
58,124850
45,110930
62,146012
62,19563
51,135174
57,59668
49,58189
54,63006
32,57898
30,56198
59,35229
62,65581
30,27996
26,112435
30,15044
24,71846
59,78611
53,80219
26,112590
56,103448
50,80470
32,58621
41,84788
61,128857
58,61615
42,17976
44,94885
20,86061
24,19108
34,122129
57,29768
27,147214
64,32381
25,110287
58,126346
31,108703
63,62864
46,85624
52,122276
20,96807
22,113166
33,112593
43,135790
63,143543
53,113313
58,147863
19,54288
35,144539
28,130868
21,31551
34,29240
65,142881
48,22170
18,40169
33,84355
29,85925
54,43934
24,24635
58,136407
47,23553
65,99760
27,107720
23,32540
43,20944
18,20769
46,23325
33,78380
21,94318
38,30358
31,32680
22,122209
59,18724
21,125281
24,23819
63,76128
62,24995
53,143471
56,97669
28,98379
60,117854
43,145401
44,50369
59,125700
41,68847
63,44087
22,63917
19,41043
41,64149
19,116444
18,106433
41,87799
55,42652
37,40021
23,116772
21,126004
43,80637
22,80451
40,64990
39,78854
39,103699
54,125754
38,80213
25,115886
27,96573
31,55125
62,69457
18,121398
20,133042
41,63851
39,28543
41,25431
59,51929
37,145271
39,71690
38,92151
41,16541
45,124294
36,124261
40,127685
60,68767
51,56772
43,53771
46,144741
33,59204
32,130679
41,100336
60,96242
20,148568
50,46910
36,134275
20,86235
50,37644
52,27245
31,27638
42,39651
39,59995
29,147790
37,111555
45,52126
61,24833
20,58808
62,27554
59,41160
42,24336
33,71791
30,64003
24,50920
23,127796
62,75437
48,66566
31,101351
62,36712
47,138676
53,89828
61,53412
25,87020
59,49325
45,76162
37,131066
46,55572
21,95147
58,17424
63,25001
63,111905
39,88596
46,31573
32,39112
32,141913
41,67621
55,82733
43,97700
23,70685
38,86201
59,93905
35,17659
27,84246
48,110267
31,74568
26,88097
62,30635
42,117896
58,102199
43,138478
40,42886
51,46169
41,133953
55,62577
48,130590
62,81268
43,74008
27,54009
63,50789
31,57397
38,132825
54,134661
25,132032
42,144783
22,114362
20,134418
20,29977
36,113451
21,133174
62,64932
54,93853
28,83079
41,93382
58,25356
23,109243
25,18429
57,15845
39,48599
23,76984
27,93413
35,147737
44,91274
24,36381
57,121045
36,68264
52,95329
48,102200
44,63374
48,89916
22,140293
64,17709
44,84071
27,114697
31,127458
56,97825
49,96362
65,39388
23,97953
56,15376
44,124261
24,63365
49,72932
31,32065
33,110788
46,59700
57,17207
39,22618
19,116916
63,126072
27,34661
55,146159
31,55148
23,32378
44,54167
24,115864
45,132954
28,100804
62,97893
61,81228
48,144401
36,131665
33,108768
49,126572
22,100276
34,147812
51,26658
61,130291
38,54476
56,116673
22,143008
43,19383
61,86274
49,77009
62,15530
65,115738
60,116362
40,90175
25,130699
37,18630
38,91313
35,105487
60,91748
56,107688
51,44842
32,58238
34,34096
36,72904
49,110226
24,125249
56,61398
19,32176
26,100848
52,49036
20,95449
34,19692
28,114513
46,79089
39,122100
48,144867
27,55414
26,75615
50,45468
36,130498
23,100961
24,21795
27,139612
23,109204
