age,income,type
34,26740,fake
43,38326,fake
35,126749,fake
31,60980,fake
59,90268,fake
60,132013,fake
27,52974,fake
43,141255,fake
28,46758,fake
25,67785,fake
58,28641,fake
25,132777,fake
63,138615,fake
50,56113,fake
24,47419,fake
45,91145,fake
20,101453,fake
25,143826,fake
54,129129,fake
40,36531,fake
22,134513,fake
61,24394,fake
22,93004,fake
59,26196,fake
22,74536,fake
64,58932,fake
23,140629,fake
46,129036,fake
61,124323,fake
56,97124,fake
28,147956,fake
29,134018,fake
49,122873,fake
20,149801,fake
20,140508,fake
65,67173,fake
42,78191,fake
27,135288,fake
39,148331,fake
43,40710,fake
60,47045,fake
32,136541,fake
52,44001,fake
25,134594,fake
55,120603,fake
41,144033,fake
54,83032,fake
39,45446,fake
47,75645,fake
58,16886,fake
47,64676,fake
65,25874,fake
54,63610,fake
58,91667,fake
49,55066,fake
21,125572,fake
61,24553,fake
57,147055,fake
44,100796,fake
51,16357,fake
50,20502,fake
42,133774,fake
63,54685,fake
50,41940,fake
51,82038,fake
23,23819,fake
20,110259,fake
35,65925,fake
18,73456,fake
24,104427,fake
31,50561,fake
65,144294,fake
28,76940,fake
45,122757,fake
19,36801,fake
46,17292,fake
51,142147,fake
22,123850,fake
45,77721,fake
54,112157,fake
50,41800,fake
28,42639,fake
46,117941,fake
29,66329,fake
21,111083,fake
34,107332,fake
27,141047,fake
33,124168,fake
46,81384,fake
36,97181,fake
44,53144,fake
21,32498,fake
33,69172,fake
22,113641,fake
49,84391,fake
32,130616,fake
32,123306,fake
28,34210,fake
28,131862,fake
18,95629,fake
22,97834,fake
24,44402,fake
61,144175,fake
62,83560,fake
24,48170,fake
56,114053,fake
27,81534,fake
45,119571,fake
41,54682,fake
38,97792,fake
18,101199,fake
26,30770,fake
28,50047,fake
62,109537,fake
55,30998,fake
23,73524,fake
48,148199,fake
62,127880,fake
36,108193,fake
56,133932,fake
61,110434,fake
41,122453,fake
19,132177,fake
64,27837,fake
34,89903,fake
38,98000,fake
45,143769,fake
57,102720,fake
64,35857,fake
23,141714,fake
54,43996,fake
24,92094,fake
19,123174,fake
60,79750,fake
49,28335,fake
58,128607,fake
53,54883,fake
30,118330,fake
35,112316,fake
59,68683,fake
57,125083,fake
40,76137,fake
37,54517,fake
44,49450,fake
44,115291,fake
63,113171,fake
33,101615,fake
25,63123,fake
47,34679,fake
65,36900,fake
54,93048,fake
33,36327,fake
42,74377,fake
49,56809,fake
45,69057,fake
40,141541,fake
41,67709,fake
30,144209,fake
43,114171,fake
36,87014,fake
64,102294,fake
35,83943,fake
34,121678,fake
22,60553,fake
59,136289,fake
56,109810,fake
64,101413,fake
38,49659,fake
37,32560,fake
56,26704,fake
23,126872,fake
36,22685,fake
20,120311,fake
39,108686,fake
56,77849,fake
56,58514,fake
36,95973,fake
60,35775,fake
59,96159,fake
26,146279,fake
52,30577,fake
32,46526,fake
60,28924,fake
57,29268,fake
62,80415,fake
50,44552,fake
36,106602,fake
60,119262,fake
46,137405,fake
31,29636,fake
35,109755,fake
27,119445,fake
49,68288,fake
62,84927,fake
23,59555,fake
47,99721,fake
65,84959,fake
56,68464,fake
34,25079,fake
27,76158,fake
57,18279,fake
36,98448,fake
44,55607,fake
57,137744,fake
31,90461,fake
51,96661,fake
47,69107,fake
52,134152,fake
22,43961,fake
32,125602,fake
19,43402,fake
43,88683,fake
49,99913,fake
30,56211,fake
60,60102,fake
59,53235,fake
55,85997,fake
27,54734,fake
49,67776,fake
19,82589,fake
38,111449,fake
20,83511,fake
22,122464,fake
42,28227,fake
60,33795,fake
41,108030,fake
30,70693,fake
38,114975,fake
50,124650,fake
38,87659,fake
19,132130,fake
61,134055,fake
34,67766,fake
23,39602,fake
24,35567,fake
37,56164,fake
19,107398,fake
47,76637,fake
41,123163,fake
29,73750,fake
35,51902,fake
63,148663,fake
34,51470,fake
50,84751,fake
37,128760,fake
62,42025,fake
53,128049,fake
49,88545,fake
30,91527,fake
38,124930,fake
49,138088,fake
52,143462,fake
32,146121,fake
27,21106,fake
24,95762,fake
60,101008,fake
56,30827,fake
26,66826,fake
55,40879,fake
25,78751,fake
35,112430,fake
21,33504,fake
23,69296,fake
45,99691,fake
44,58207,fake
32,76917,fake
50,37459,fake
38,104599,fake
24,116228,fake
33,69326,fake
64,38296,fake
37,130279,fake
49,119656,fake
51,92822,fake
60,143388,fake
46,24844,fake
24,101904,fake
27,75277,fake
54,97473,fake
61,146214,fake
60,130457,fake
60,108698,fake
20,119249,fake
49,30141,fake
45,149430,fake
23,125715,fake
22,129579,fake
59,141799,fake
65,30644,fake
18,46486,fake
21,86324,fake
37,118731,fake
48,63515,fake
65,43962,fake
24,61502,fake
19,15378,fake
62,114712,fake
65,61593,fake
61,34185,fake
40,74834,fake
35,145858,fake
22,19938,fake
51,51149,fake
20,105883,fake
20,84763,fake
51,57392,fake
31,141861,fake
59,28773,fake
59,92691,fake
48,23906,fake
24,30083,fake
60,103469,fake
64,32811,fake
50,38221,fake
56,53531,fake
38,27205,fake
60,55046,fake
41,82550,fake
23,32604,fake
28,69710,fake
20,60984,fake
62,71372,fake
42,98860,fake
31,116275,fake
51,82845,fake
37,82054,fake
32,103664,fake
65,145022,fake
60,36886,fake
24,105543,fake
33,135932,fake
38,131124,fake
44,72361,fake
40,146059,fake
60,126221,fake
59,16627,fake
40,109335,fake
32,99597,fake
25,124633,fake
27,33649,fake
43,135314,fake
63,108895,fake
18,38318,fake
50,132258,fake
33,28864,fake
53,20417,fake
63,90543,fake
52,149361,fake
41,89298,fake
45,50901,fake
18,115321,fake
57,33852,fake
51,126856,fake
27,81010,fake
53,75421,fake
40,61443,fake
32,87048,fake
61,75087,fake
35,137477,fake
27,100335,fake
24,121785,fake
61,129951,fake
30,129835,fake
22,113783,fake
38,117069,fake
27,62291,fake
65,42308,fake
39,79254,fake
32,73933,fake
32,39561,fake
51,32196,fake
64,41165,fake
34,126239,fake
57,41253,fake
61,112689,fake
29,85823,fake
44,88314,fake
54,147942,fake
64,36955,fake
43,127947,fake
50,90537,fake
58,114308,fake
63,147989,fake
47,130775,fake
64,18115,fake
20,17810,fake
19,83151,fake
33,44931,fake
22,59346,fake
18,97167,fake
21,135677,fake
21,74798,fake
59,133163,fake
63,143867,fake
21,39729,fake
52,50480,fake
26,133802,fake
50,141800,fake
24,18112,fake
61,96860,fake
18,146030,fake
41,82019,fake
37,52009,fake
44,81434,fake
61,65827,fake
44,104975,fake
22,136382,fake
41,50160,fake
40,149105,fake
54,23997,fake
50,108644,fake
61,61345,fake
27,66773,fake
42,41109,fake
51,40725,fake
34,66470,fake
52,21120,fake
48,93352,fake
50,72889,fake
61,39399,fake
53,140973,fake
52,137503,fake
60,42492,fake
19,22084,fake
46,127389,fake
50,102060,fake
38,31007,fake
53,94584,fake
56,120263,fake
19,106195,fake
55,110455,fake
25,30652,fake
21,102703,fake
19,101205,fake
22,140770,fake
55,61194,fake
57,69018,fake
54,97212,fake
21,141138,fake
61,77333,fake
42,96408,fake
43,101352,fake
42,117567,fake
61,135539,fake
30,28355,fake
23,107900,fake
20,112800,fake
25,102074,fake
59,147583,fake
39,123845,fake
61,131957,fake
51,137160,fake
51,132252,fake
51,27968,fake
44,35685,fake
58,72856,fake
26,102274,fake
22,35485,fake
52,146075,fake
44,17790,fake
39,40370,fake
62,58262,fake
33,72028,fake
61,114160,fake
51,17519,fake
35,88481,fake
56,99744,fake
25,28708,fake
43,141615,fake
44,85267,fake
25,101886,fake
52,118889,fake
54,44969,fake
61,31106,fake
40,119167,fake
25,132552,fake
45,20868,fake
32,58918,fake
19,106408,fake
57,81732,fake
18,53142,fake
27,61820,fake
53,71895,fake
60,90858,fake
53,69804,fake
51,23192,fake
56,50672,fake
29,76325,fake
21,36123,fake
29,119214,fake
39,148724,fake
57,15073,fake
51,125217,fake
57,121064,fake
59,50874,fake
46,106554,fake
28,54202,fake
18,120371,fake
46,82955,fake
62,67123,fake
63,54132,fake
23,110906,fake
61,143459,fake
25,88359,fake
50,29584,fake
30,15647,fake
52,83704,fake
48,76456,fake
40,75627,fake
19,19471,fake
30,125053,fake
38,45331,fake
45,95175,fake
52,129609,fake
24,131337,fake
46,119960,fake
60,147608,fake
50,63892,fake
42,115507,fake
56,18770,fake
28,89395,fake
49,116373,fake
27,22545,fake
33,111633,fake
65,140840,fake
29,139193,fake
41,84281,fake
35,149456,fake
50,61555,fake
46,118673,fake
27,50363,fake
28,39481,fake
46,87494,fake
33,16996,fake
64,28531,fake
52,95138,fake
42,78549,fake
56,57778,fake
36,98285,fake
63,100471,fake
31,52277,fake
62,34762,fake
52,16939,fake
24,93558,fake
31,36996,fake
27,70721,fake
21,64054,fake
49,92728,fake
29,51283,fake
27,122048,fake
40,125746,fake
19,21204,fake
18,26192,fake
63,27989,fake
59,62170,fake
59,42305,fake
48,66512,fake
18,124774,fake
63,139318,fake
38,41755,fake
36,102034,fake
44,104582,fake
35,122947,fake
55,36043,fake
24,141215,fake
54,130836,fake
26,66973,fake
28,39263,fake
34,102868,fake
40,17347,fake
56,25810,fake
43,32266,fake
61,76657,fake
59,129161,fake
19,24689,fake
34,37836,fake
44,46489,fake
63,62989,fake
60,116681,fake
48,139314,fake
27,77653,fake
26,66083,fake
56,53513,fake
19,105284,fake
37,32063,fake
62,38870,fake
28,74984,fake
26,73560,fake
41,139519,fake
65,88612,fake
38,105166,fake
57,121373,fake
22,45214,fake
24,143842,fake
60,27164,fake
43,31487,fake
19,147394,fake
57,91237,fake
45,108637,fake
64,98421,fake
33,132940,fake
37,82417,fake
54,88135,fake
23,116009,fake
51,107738,fake
37,99987,fake
44,34286,fake
20,131135,fake
30,47755,fake
21,33745,fake
63,108622,fake
20,88653,fake
44,77696,fake
25,125327,fake
58,24199,fake
64,69293,fake
32,110886,fake
35,138830,fake
22,51980,fake
24,126753,fake
49,45452,fake
45,70023,fake
58,124473,fake
56,63152,fake
64,48650,fake
57,59066,fake
18,79865,fake
46,62627,fake
45,72233,fake
39,24881,fake
28,71605,fake
41,54106,fake
50,53326,fake
27,74675,fake
32,76691,fake
52,136223,fake
23,92782,fake
39,52014,fake
55,27561,fake
40,92589,fake
44,97363,fake
24,70633,fake
23,47712,fake
23,125221,fake
23,100812,fake
20,132784,fake
59,74344,fake
25,96405,fake
39,105088,fake
35,71239,fake
18,140973,fake
63,142783,fake
60,113070,fake
39,95009,fake
60,70658,fake
50,110112,fake
41,30541,fake
53,19379,fake
44,142208,fake
22,112497,fake
46,74886,fake
40,29908,fake
43,109510,fake
65,147089,fake
58,29908,fake
28,72081,fake
36,141774,fake
39,121677,fake
62,122293,fake
44,89509,fake
51,148093,fake
53,96089,fake
52,106513,fake
43,86500,fake
20,34554,fake
19,58264,fake
45,138930,fake
44,101361,fake
27,19500,fake
23,104239,fake
34,22572,fake
38,123993,fake
62,39112,fake
41,130921,fake
62,74390,fake
37,132127,fake
28,58368,fake
61,138631,fake
39,87210,fake
58,56976,fake
32,27587,fake
31,140375,fake
40,104742,fake
38,58567,fake
50,136625,fake
63,35790,fake
50,84105,fake
26,53554,fake
59,80210,fake
62,34239,fake
38,42208,fake
50,101123,fake
28,147900,fake
57,97680,fake
35,84557,fake
63,81415,fake
46,28748,fake
50,78590,fake
61,134884,fake
30,75757,fake
37,15985,fake
19,126898,fake
23,68050,fake
33,139504,fake
48,21754,fake
41,96834,fake
18,26991,fake
25,122735,fake
44,69738,fake
35,82125,fake
54,74880,fake
26,60744,fake
42,110935,fake
21,66867,fake
37,35608,fake
37,21225,fake
39,17488,fake
21,91649,fake
50,41616,fake
23,29291,fake
30,17568,fake
61,99326,fake
57,55232,fake
56,24231,fake
64,103431,fake
64,98628,fake
39,137036,fake
33,29939,fake
27,118264,fake
26,92634,fake
33,19647,fake
26,136376,fake
19,140904,fake
36,93710,fake
52,85666,fake
24,131942,fake
34,133593,fake
33,83537,fake
64,20881,fake
38,95032,fake
36,49319,fake
20,87415,fake
24,24506,fake
37,125379,fake
35,90928,fake
44,56007,fake
27,107722,fake
43,114431,fake
25,109365,fake
29,89739,fake
54,26594,fake
58,84277,fake
30,137622,fake
39,62510,fake
24,107636,fake
20,16596,fake
36,77263,fake
27,80851,fake
59,117941,fake
18,42686,fake
53,72487,fake
38,99409,fake
53,103172,fake
46,87222,fake
54,110543,fake
22,55302,fake
65,110475,fake
37,23475,fake
20,78441,fake
19,81426,fake
38,23089,fake
55,101130,fake
24,67970,fake
57,71510,fake
33,87990,fake
21,127035,fake
48,46099,fake
56,56974,fake
57,130493,fake
65,148589,fake
47,112979,fake
20,97678,fake
47,134341,fake
20,105130,fake
34,55481,fake
53,36002,fake
25,95221,fake
31,21641,fake
45,99356,fake
64,134513,fake
46,69830,fake
52,53517,fake
23,55681,fake
25,136365,fake
20,129227,fake
52,118473,fake
20,58887,fake
40,131602,fake
43,142814,fake
51,59664,fake
54,126570,fake
46,51874,fake
26,33676,fake
28,74843,fake
32,83598,fake
28,59838,fake
48,30336,fake
31,68755,fake
34,23898,fake
53,34401,fake
57,81651,fake
26,41615,fake
64,66976,fake
24,110748,fake
53,89123,fake
61,120279,fake
23,46593,fake
50,65853,fake
38,134292,fake
18,43214,fake
20,108158,fake
21,121017,fake
58,101280,fake
19,52347,fake
55,144157,fake
38,42538,fake
19,143387,fake
59,41468,fake
64,96506,fake
58,114440,fake
23,146788,fake
20,50415,fake
61,105495,fake
62,51990,fake
39,38009,fake
55,107413,fake
55,45550,fake
18,53537,fake
65,73216,fake
39,35952,fake
43,80480,fake
18,43557,fake
24,32723,fake
42,32237,fake
32,15173,fake
38,65041,fake
43,82516,fake
58,52088,fake
24,143197,fake
18,87986,fake
52,95120,fake
28,118773,fake
34,97216,fake
59,60030,fake
35,88157,fake
41,133420,fake
46,29594,fake
20,129429,fake
22,76438,fake
34,146671,fake
34,101745,fake
40,66205,fake
20,58714,fake
37,141243,fake
47,24681,fake
38,101555,fake
62,33005,fake
28,23161,fake
36,77702,fake
47,19329,fake
37,145770,fake
48,31802,fake
21,42602,fake
33,92278,fake
30,92440,fake
62,23962,fake
65,74731,fake
28,81224,fake
31,51924,fake
31,16973,fake
31,92432,fake
49,126677,fake
39,124113,fake
58,56053,fake
23,86670,fake
45,44298,fake
32,107001,fake
57,57927,fake
42,36523,fake
63,117737,fake
25,57667,fake
18,128805,fake
18,63509,fake
33,19283,fake
21,148401,fake
21,56716,fake
52,75915,fake
51,137220,fake
23,105436,fake
29,73634,fake
37,107015,fake
42,98353,fake
20,78853,fake
25,47154,fake
19,125868,fake
34,76317,fake
41,24205,fake
19,26786,fake
23,32682,fake
50,100434,fake
22,99187,fake
46,130003,fake
34,137883,fake
48,82377,fake
28,120880,fake
47,56014,fake
23,131167,fake
34,107271,fake
26,27473,fake
26,29358,fake
52,118842,fake
43,85750,fake
47,43715,fake
39,148393,fake
24,106328,fake
29,128516,fake
28,146951,fake
51,123577,fake
28,100419,fake
63,37765,fake
56,65360,fake
19,22390,fake
56,93128,fake
39,140951,fake
50,88957,fake
27,118827,fake
43,108745,fake
24,79140,fake
65,38051,fake
37,69360,fake
48,114414,fake
64,35398,fake
36,136141,fake
58,48642,fake
24,39706,fake
44,141243,fake
63,141239,fake
65,75751,fake
46,120735,fake
24,36385,fake
20,121455,fake
32,140764,fake
19,63027,fake
51,49833,fake
65,69872,fake
54,98558,fake
29,30983,fake
63,79426,fake
26,120777,fake
30,113163,fake
42,60156,fake
18,37204,fake
44,50614,fake
36,67063,fake
57,21583,fake
33,107857,fake
46,38022,fake
33,103906,fake
31,90232,fake
49,130301,fake
24,53778,fake
39,102108,fake
59,42687,fake
44,45778,fake
61,124061,fake
65,149903,fake
51,29069,fake
46,56528,fake
36,149875,fake
52,69698,fake
49,50193,fake
37,25269,fake
24,84881,fake
49,74644,fake
28,135824,fake
25,22499,fake
62,79089,fake
56,113223,fake
56,119442,fake
53,74659,fake
25,62649,fake
64,76132,fake
24,36957,fake
37,38656,fake
52,28589,fake
37,129610,fake
31,135935,fake
50,73057,fake
56,144461,fake
59,59629,fake
51,78645,fake
44,48822,fake
58,44819,fake
58,110262,fake
63,128325,fake
52,18229,fake
44,108151,fake
52,121189,fake
61,57427,fake
43,59210,fake
21,41991,fake
24,83786,fake
27,15623,fake
20,80363,fake
52,121933,fake
24,126344,fake
30,60222,fake
57,100171,fake
37,48959,fake
32,35134,fake
37,34640,fake
18,54921,fake
61,71632,fake
35,112398,fake
21,91637,fake
42,119980,fake
65,139136,fake
46,136868,fake
28,17758,fake
20,86850,fake
30,16041,fake
40,76608,fake
35,130749,fake
37,122179,fake
25,17714,fake
30,146118,fake
63,131698,fake
32,37726,fake
47,70093,fake
34,82996,fake
26,33439,fake
56,19331,fake
23,58122,fake
64,110336,fake
47,39996,fake
27,96383,fake
21,105203,fake
43,123120,fake
53,15140,fake
47,83753,fake
44,20804,fake
63,85741,fake
37,15890,fake
58,109679,fake
43,121874,fake
37,21440,fake
35,70851,fake
46,81549,fake
27,19248,fake
18,93575,fake
20,29921,fake
65,119310,fake
24,26898,fake
32,124301,fake
27,95552,fake
41,132653,fake
27,127291,fake
51,126394,fake
39,125876,fake
34,25895,fake
49,41919,fake
40,37803,fake
36,147693,fake
30,96339,fake
63,101063,fake
34,15563,fake
27,123258,fake
34,16729,fake
32,100750,fake
23,22225,fake
42,32726,fake
60,149474,fake
21,30561,fake
33,147623,fake
23,106383,fake
21,16315,fake
54,19204,fake
54,41302,fake
29,27426,fake
57,116847,fake
53,148730,fake
46,103257,fake
41,72872,fake
21,77336,fake
49,38306,fake
43,117796,fake
40,119064,fake
62,112436,fake
48,87845,fake
31,118714,fake
34,123955,fake
56,72640,fake
58,37070,fake
44,132587,fake
53,31392,fake
26,34306,fake
18,98763,fake
49,26503,fake
32,85539,fake
20,48873,fake
23,41006,fake
55,16133,fake
37,106273,fake
57,85572,fake
22,124115,fake
54,85776,fake
26,82127,fake
55,57121,fake
55,102735,fake
18,25232,fake
29,65763,fake
49,19234,fake
34,96401,fake
41,73296,fake
26,141854,fake
44,97239,fake
24,85680,fake
31,107519,fake
26,18671,fake
26,149185,fake
62,19278,fake
42,29585,fake
64,49211,fake
28,83259,fake
50,109634,fake
19,45362,fake
26,149676,fake
61,23479,fake
55,26601,fake
54,96817,fake
23,52965,fake
41,47979,fake
48,19849,fake
42,124960,fake
24,71589,fake
31,47484,fake
63,53291,fake
54,120221,fake
65,25882,fake
30,101027,fake
41,130013,fake
29,71916,fake
28,132091,fake
53,139455,fake
27,44122,fake
32,139548,fake
27,50990,fake
35,21427,fake
41,24651,fake
48,33169,fake
34,45454,fake
65,119611,fake
45,47834,fake
60,15450,fake
60,139592,fake
38,25670,fake
29,43648,fake
30,46504,fake
31,50437,fake
27,21048,fake
33,141506,fake
35,141249,fake
55,53700,fake
49,114935,fake
26,133700,fake
52,61349,fake
32,128369,fake
60,97038,fake
22,99972,fake
52,40575,fake
64,125662,fake
32,97889,fake
18,78555,fake
65,97816,fake
50,87001,fake
22,77807,fake
51,72976,fake
53,101319,fake
19,140135,fake
39,124783,fake
56,98734,fake
59,149284,fake
40,136078,fake
45,94468,fake
41,102475,fake
52,96679,fake
30,69920,fake
49,99995,fake
29,77446,fake
19,93314,fake
44,23916,fake
63,63183,fake
24,63077,fake
44,99524,fake
39,45101,fake
31,129286,fake
57,54558,fake
32,90627,fake
29,144087,fake
49,134690,fake
58,17116,fake
44,64239,fake
51,126320,fake
46,43381,fake
65,47519,fake
24,52515,fake
53,105056,fake
61,19229,fake
34,38466,fake
53,142203,fake
26,19701,fake
62,93972,fake
32,33194,fake
61,21019,fake
28,51361,fake
56,71351,fake
52,104179,fake
43,71914,fake
27,55990,fake
53,131653,fake
41,76559,fake
55,126320,fake
38,66206,fake
41,74373,fake
58,100210,fake
33,65742,fake
25,100418,fake
47,93808,fake
34,20106,fake
23,133408,fake
63,135074,fake
20,49274,fake
32,69746,fake
62,33987,fake
55,121659,fake
53,38290,fake
58,117870,fake
54,50364,fake
19,72919,fake
39,123572,fake
32,38137,fake
51,84284,fake
64,84425,fake
65,134317,fake
53,100897,fake
39,145807,fake
18,138163,fake
44,140970,fake
47,46894,fake
26,99021,fake
36,68757,fake
48,99548,fake
43,44771,fake
44,74216,fake
52,93395,fake
65,112256,fake
60,102726,fake
65,104481,fake
43,116426,fake
33,89265,fake
53,70017,fake
21,117686,fake
31,45934,fake
23,25394,fake
43,131465,fake
40,59532,fake
57,121463,fake
20,22985,fake
52,39973,fake
61,62207,fake
31,118073,fake
60,18865,fake
53,68613,fake
44,95242,fake
25,94662,fake
25,42502,fake
54,97132,fake
50,131517,fake
43,89314,fake
53,94110,fake
24,109398,fake
60,116389,fake
34,114383,fake
57,110473,fake
33,83561,fake
42,91990,fake
34,29597,fake
40,26596,fake
48,143864,fake
60,44364,fake
61,79376,fake
20,117634,fake
47,71511,fake
37,106030,fake
62,47969,fake
24,147613,fake
61,59306,fake
47,94811,fake
37,32256,fake
55,36272,fake
63,26069,fake
58,35428,fake
53,45285,fake
19,135650,fake
49,36174,fake
53,145913,fake
47,64700,fake
52,45973,fake
50,67539,fake
46,29666,fake
52,127531,fake
41,134662,fake
24,37459,fake
37,52935,fake
37,135637,fake
42,62838,fake
18,149242,fake
43,82726,fake
61,71323,fake
23,37522,fake
65,23081,fake
18,132645,fake
28,119778,fake
41,86842,fake
63,107850,fake
63,98325,fake
39,62482,fake
54,130488,fake
24,63141,fake
37,120596,fake
25,111772,fake
65,89806,fake
59,111926,fake
41,17582,fake
48,149921,fake
42,94434,fake
28,51187,fake
49,19611,fake
18,38014,fake
50,107347,fake
41,48988,fake
36,129990,fake
44,118727,fake
61,124254,fake
19,107457,fake
53,115049,fake
22,15093,fake
21,47113,fake
31,87932,fake
32,46853,fake
32,47961,fake
34,108563,fake
51,16899,fake
38,98946,fake
62,135077,fake
40,65285,fake
22,25995,fake
57,35655,fake
19,145527,fake
25,63909,fake
38,147306,fake
59,69952,fake
35,145772,fake
64,126019,fake
19,143005,fake
50,94452,fake
35,79630,fake
26,119475,fake
18,16922,fake
48,75952,fake
60,49327,fake
22,104746,fake
49,101644,fake
38,138912,fake
21,59731,fake
50,23536,fake
59,123998,fake
46,44192,fake
59,73035,fake
40,105398,fake
57,50146,fake
52,112019,fake
27,114487,fake
54,95234,fake
54,34475,fake
57,52950,fake
23,36069,fake
58,118956,fake
20,69418,fake
43,91816,fake
21,125481,fake
46,89689,fake
63,145729,fake
34,49951,fake
38,97946,fake
36,141916,fake
52,57716,fake
31,80153,fake
54,15554,fake
44,118686,fake
59,54643,fake
25,38042,fake
51,105699,fake
61,85937,fake
52,104421,fake
27,126002,fake
56,77408,fake
30,98612,fake
60,104240,fake
50,145171,fake
33,19991,fake
61,71793,fake
34,46790,fake
27,101295,fake
45,23163,fake
22,125550,fake
31,65501,fake
60,60527,fake
32,42920,fake
21,58474,fake
64,81882,fake
49,32535,fake
28,146510,fake
59,95820,fake
42,82740,fake
62,110560,fake
58,98392,fake
25,41930,fake
41,142468,fake
59,119080,fake
32,34325,fake
57,123111,fake
23,111911,fake
46,37971,fake
33,135857,fake
57,42671,fake
21,41400,fake
44,87862,fake
25,148958,fake
32,49704,fake
53,106002,fake
48,57723,fake
43,99895,fake
30,78384,fake
35,118993,fake
60,120829,fake
61,26199,fake
22,53207,fake
29,103508,fake
65,113288,fake
52,113769,fake
62,32727,fake
60,144033,fake
43,21550,fake
34,21050,fake
58,77173,fake
32,50191,fake
50,21559,fake
50,62688,fake
64,53496,fake
33,61890,fake
39,145623,fake
18,34696,fake
52,50236,fake
50,30635,fake
39,31409,fake
39,114689,fake
43,21164,fake
52,39676,fake
21,39858,fake
50,69044,fake
55,24251,fake
28,111197,fake
24,149241,fake
46,70056,fake
47,120795,fake
43,16667,fake
37,56322,fake
55,99228,fake
28,76629,fake
41,145498,fake
36,41033,fake
64,78331,fake
27,109093,fake
48,119142,fake
32,140892,fake
18,113275,fake
56,121351,fake
45,43817,fake
24,118365,fake
63,48120,fake
26,18165,fake
20,100974,fake
65,39836,fake
40,101669,fake
31,93006,fake
54,20902,fake
20,139109,fake
45,140504,fake
42,86886,fake
23,122627,fake
54,53014,fake
48,68709,fake
22,90076,fake
24,121801,fake
24,64549,fake
57,38869,fake
60,28774,fake
28,99132,fake
41,79260,fake
62,65443,fake
26,97277,fake
35,78093,fake
55,130866,fake
29,75339,fake
35,71673,fake
51,116416,fake
58,79394,fake
45,19407,fake
59,142173,fake
23,29828,fake
27,20186,fake
44,61629,fake
32,52514,fake
63,137034,fake
31,141218,fake
21,75898,fake
54,87975,fake
29,106995,fake
25,70951,fake
50,94568,fake
55,71159,fake
36,121287,fake
42,19589,fake
34,101118,fake
38,75733,fake
22,51618,fake
28,46484,fake
60,73929,fake
60,93580,fake
55,50049,fake
57,49822,fake
65,128735,fake
48,16625,fake
59,26839,fake
41,100000,fake
55,128116,fake
19,29716,fake
35,114134,fake
37,73562,fake
54,128295,fake
22,32594,fake
26,111387,fake
37,70258,fake
54,98656,fake
54,66593,fake
28,147056,fake
44,70271,fake
23,122061,fake
53,130502,fake
60,118119,fake
34,30700,fake
24,129003,fake
24,43448,fake
50,17057,fake
44,53514,fake
58,136722,fake
53,134369,fake
27,135884,fake
59,82884,fake
36,60621,fake
61,84748,fake
60,45130,fake
65,64062,fake
32,26259,fake
49,49767,fake
45,85889,fake
36,134171,fake
29,46002,fake
58,56919,fake
61,61413,fake
44,82688,fake
21,18267,fake
60,24943,fake
37,97324,fake
50,19963,fake
22,57848,fake
51,20985,fake
55,76581,fake
27,120818,fake
56,111983,fake
50,39071,fake
58,71905,fake
32,45050,fake
35,84503,fake
63,79029,fake
55,58423,fake
65,82561,fake
23,143008,fake
42,148654,fake
51,125671,fake
59,138260,fake
44,62505,fake
45,115734,fake
57,43903,fake
37,28856,fake
40,139120,fake
45,103007,fake
40,134415,fake
27,99026,fake
22,63120,fake
37,31956,fake
29,29508,fake
35,134134,fake
58,147494,fake
30,18055,fake
22,115469,fake
25,123252,fake
23,105573,fake
45,39123,fake
60,95526,fake
40,48359,fake
31,40560,fake
34,98002,fake
65,61765,fake
38,39707,fake
63,85507,fake
35,134143,fake
39,27617,fake
46,75887,fake
40,59547,fake
62,126714,fake
45,19190,fake
42,15962,fake
58,23949,fake
56,110750,fake
22,77834,fake
24,27474,fake
44,113414,fake
29,37956,fake
20,64536,fake
35,70717,fake
46,115185,fake
29,108362,fake
37,132029,fake
45,81207,fake
60,133892,fake
22,71122,fake
65,47365,fake
25,22081,fake
42,33406,fake
24,30620,fake
48,67281,fake
24,136362,fake
36,26846,fake
55,114597,fake
33,72481,fake
28,136038,fake
64,48887,fake
50,117343,fake
21,79158,fake
19,137792,fake
42,130704,fake
35,75319,fake
63,96242,fake
23,138593,fake
61,36261,fake
54,102816,fake
44,100277,fake
39,144419,fake
22,39430,fake
32,117403,fake
49,111018,fake
29,132188,fake
41,52034,fake
59,52517,fake
50,22746,fake
51,20072,fake
49,139658,fake
53,49783,fake
45,138734,fake
53,57550,fake
63,62142,fake
49,92000,fake
57,132400,fake
42,116475,fake
52,75898,fake
47,112659,fake
25,110695,fake
32,20762,fake
29,88587,fake
46,27039,fake
28,19251,fake
49,55779,fake
61,67694,fake
64,99110,fake
61,97479,fake
56,17543,fake
65,30409,fake
59,77703,fake
55,130175,fake
20,128978,fake
43,74459,fake
39,116423,fake
19,16361,fake
33,144313,fake
23,58092,fake
32,32818,fake
33,127400,fake
36,121095,fake
25,93897,fake
18,88117,fake
33,75178,fake
31,69537,fake
48,146832,fake
22,97098,fake
51,33095,fake
30,111376,fake
18,86623,fake
32,126767,fake
21,38379,fake
29,148634,fake
27,140275,fake
45,135090,fake
44,77731,fake
55,117066,fake
50,85123,fake
62,76707,fake
36,42205,fake
